rt,responses,trial_type,time_elapsed,image_type,sequence,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
5360.800000000745,{worker_id:62a74fec726aac54b9e43d75},id_enter,5362,fictional,interleaved,flights,Hollendale; Hawthorne Bluffs; North Arroya; Baymarsh; Sunmere; New Verdan; Delaro Park; Riverlyn; Cedarwyn; Juniper Creek; Claywater; Granton Ridge; Orchard Bend,US_Cities_List/carmel.png; US_Cities_List/shreveport.png; US_Cities_List/newhope.png; US_Cities_List/leesburg.png; US_Cities_List/hotsprings.png; US_Cities_List/racine.png; US_Cities_List/cornwall.png; US_Cities_List/westpalmbeach.png; US_Cities_List/huntsville.png; US_Cities_List/gatlinburg.png; US_Cities_List/boulder.png; US_Cities_List/hanover.png; US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,,,,,,
34445.199999999255,,fullscreen,39811,,,make_fullscreen,,,0,,,,,,,,,,,,,,,,,,,,,,
33579.800000000745,,intro_1,73391,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
17271,,intro_2,90663,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
22629,,intro_3,113294,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
20798.900000002235,,intro_4,134093,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
16319.10000000149,,intro_5,150413,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
34287.89999999851,,intro_6,184702,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
12707,,intro_7,197410,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,200412,,,lean_prac_1,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,201414,,,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,
8310.599999997765,,intro_1,209725,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
17660.199999999255,,intro_2,227386,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,230387,,,lean_prac_2,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,231388,,,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,
8479.89999999851,,intro_1,239869,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
