rt,responses,trial_type,time_elapsed,image_type,sequence,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,linedressed_detor,detour_trial
null,,prac_atten_color_black,176597,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,177140,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
479.2999999821186,,prac_atten_color,177901,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,179903,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,180551,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
378.7999999821186,,prac_atten_color,181325,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,183333,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,183981,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
424.5,,prac_atten_color,184982,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,186987,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,187406,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
557.5,,prac_atten_color,188112,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,190131,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
4000.2999999821186,,attentioncheck_help,194133,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,194837,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,195470,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
362.2000000178814,,prac_atten_color_black,197481,,,black_plus_sign,,,,,49,,,,,,,,,,,,,,,,,,,,
4602.4000000059605,,attentioncheck_feedback,202088,,,cross_check_feedback,,,0,,,,,,,,,,,,,,,,,,,,,,
6419,,last_instruct,208510,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),211529,,,black_plus_sign,,,,,null,US_Cities_List/carmel.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),212334,,,blue,,,,,null,US_Cities_List/carmel.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,212842,,,blue,,,,,null,US_Cities_List/carmel.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,214053,,,black_plus_sign,,,,,null,,,NaN,,,,,,,,,,,,,,,,,
null,,color_black,214169,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),217190,,,black_plus_sign,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),217727,,,yellow,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,218229,,,yellow,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,219707,,,black_plus_sign,,,,,null,,,NaN,,,,,,,,,,,,,,,,,
null,,warning_page,222715,,,warning,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,color_black,222823,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),225841,,,black_plus_sign,,,,,null,US_Cities_List/huntsville.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),226257,,,blue,,,,,null,US_Cities_List/huntsville.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,226763,,,blue,,,,,null,US_Cities_List/huntsville.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
777.5,,rt_thecrossant_black,228369,,,black_plus_sign,,,,,50,,,0,0,,,,,,,,,,,,,,,,
null,,warning_page,231373,,,warning,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,color_black,231479,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),234497,,,black_plus_sign,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),235057,,,blue,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,235565,,,blue,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
539.4000000059605,,rt_thecrossant_black,237022,,,black_plus_sign,,,,,49,,,0.5,1,,,,,,,,,,,,,,,,
null,,color_black,237131,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),240149,,,black_plus_sign,,,,,null,US_Cities_List/racine.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),241016,,,blue,,,,,null,US_Cities_List/racine.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,241523,,,blue,,,,,null,US_Cities_List/racine.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
699,,rt_thecrossant_black,242673,,,black_plus_sign,,,,,49,,,0.6666666666666666,1,,,,,,,,,,,,,,,,
null,,color_black,242789,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),245809,,,black_plus_sign,,,,,null,US_Cities_List/racine.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),246338,,,blue,,,,,null,US_Cities_List/racine.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
457.80000001192093,,rt_plussign_withcolor,246842,,,blue,,,,,49,US_Cities_List/racine.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,248320,,,black_plus_sign,,,,,null,,,0.75,1,,,,,,,,,,,,,,,,
null,,color_black,248426,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),251448,,,black_plus_sign,,,,,null,US_Cities_List/newhope.png,US_Cities_List/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),252449,,,yellow,,,,,null,US_Cities_List/newhope.png,US_Cities_List/cornwall.png,,,,,,,,,,,,,,,,,,
316.5,,rt_plussign_withcolor,252955,,,yellow,,,,,50,US_Cities_List/newhope.png,US_Cities_List/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,253971,,,black_plus_sign,,,,,null,,,0.8,1,,,,,,,,,,,,,,,,
null,,color_black,254087,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),257115,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),258129,,,yellow,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,258633,,,yellow,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
1321.5,,rt_thecrossant_black,259631,,,black_plus_sign,,,,,50,,,0.8333333333333334,1,,,,,,,,,,,,,,,,
null,,color_black,259740,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),262753,,,black_plus_sign,,,,,null,US_Cities_List/hotsprings.png,US_Cities_List/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),263205,,,blue,,,,,null,US_Cities_List/hotsprings.png,US_Cities_List/boulder.png,,,,,,,,,,,,,,,,,,
410.59999999403954,,rt_plussign_withcolor,263709,,,blue,,,,,49,US_Cities_List/hotsprings.png,US_Cities_List/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,265281,,,black_plus_sign,,,,,null,,,0.8571428571428571,1,,,,,,,,,,,,,,,,
null,,color_black,265389,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),268406,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),269449,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
375.40000000596046,,rt_plussign_withcolor,269956,,,blue,,,,,49,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,270923,,,black_plus_sign,,,,,null,,,0.875,1,,,,,,,,,,,,,,,,
null,,color_black,271039,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),274064,,,black_plus_sign,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),274810,,,blue,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
481.80000001192093,,rt_plussign_withcolor,275315,,,blue,,,,,49,US_Cities_List/westpalmbeach.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,276581,,,black_plus_sign,,,,,null,,,0.8888888888888888,1,,,,,,,,,,,,,,,,
null,,color_black,276690,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),279716,,,black_plus_sign,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),280779,,,yellow,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
487.7000000178814,,rt_plussign_withcolor,281289,,,yellow,,,,,50,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,282254,,,black_plus_sign,,,,,null,,,0.9,1,,,,,,,,,,,,,,,,
null,,color_black,282369,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),285388,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),286339,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
342.2000000178814,,rt_plussign_withcolor,286850,,,blue,,,,,49,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,287932,,,black_plus_sign,,,,,null,,,0.9090909090909091,1,,,,,,,,,,,,,,,,
null,,color_black,288039,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),291057,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),291833,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,292339,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
1146,,rt_thecrossant_black,293573,,,black_plus_sign,,,,,49,,,0.9166666666666666,1,,,,,,,,,,,,,,,,
null,,color_black,293683,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),296698,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),297172,,,yellow,,,,,null,US_Cities_List/peoria.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
344.5,,rt_plussign_withcolor,297685,,,yellow,,,,,50,US_Cities_List/peoria.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,299223,,,black_plus_sign,,,,,null,,,0.9230769230769231,1,,,,,,,,,,,,,,,,
null,,color_black,299332,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),302347,,,black_plus_sign,,,,,null,US_Cities_List/hanover.png,US_Cities_List/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),302790,,,yellow,,,,,null,US_Cities_List/hanover.png,US_Cities_List/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,303307,,,yellow,,,,,null,US_Cities_List/hanover.png,US_Cities_List/leesburg.png,,,,,,,,,,,,,,,,,,
731.5,,rt_thecrossant_black,304873,,,black_plus_sign,,,,,50,,,0.9285714285714286,1,,,,,,,,,,,,,,,,
null,,color_black,304982,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),307998,,,black_plus_sign,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),308458,,,blue,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,308964,,,blue,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
607.6999999880791,,rt_thecrossant_black,310515,,,black_plus_sign,,,,,49,,,0.9333333333333333,1,,,,,,,,,,,,,,,,
null,,color_black,310624,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),313645,,,black_plus_sign,,,,,null,US_Cities_List/racine.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),314121,,,yellow,,,,,null,US_Cities_List/racine.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
457.69999998807907,,rt_plussign_withcolor,314624,,,yellow,,,,,50,US_Cities_List/racine.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,316165,,,black_plus_sign,,,,,null,,,0.9375,1,,,,,,,,,,,,,,,,
null,,color_black,316280,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),319298,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),320034,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,320552,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
697.8999999761581,,rt_thecrossant_black,321832,,,black_plus_sign,,,,,49,,,0.9411764705882353,1,,,,,,,,,,,,,,,,
null,,color_black,321940,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),324957,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),325482,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,325994,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
1029.7999999523163,,rt_thecrossant_black,327482,,,black_plus_sign,,,,,49,,,0.9444444444444444,1,,,,,,,,,,,,,,,,
null,,color_black,327591,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),330615,,,black_plus_sign,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),331132,,,yellow,,,,,null,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
500.39999997615814,,rt_plussign_withcolor,331634,,,yellow,,,,,50,US_Cities_List/cornwall.png,US_Cities_List/newhope.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,333125,,,black_plus_sign,,,,,null,,,0.9473684210526315,1,,,,,,,,,,,,,,,,
null,,color_black,333242,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),336258,,,black_plus_sign,,,,,null,US_Cities_List/leesburg.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),336839,,,yellow,,,,,null,US_Cities_List/leesburg.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,337341,,,yellow,,,,,null,US_Cities_List/leesburg.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
693.2999999523163,,rt_thecrossant_black,338790,,,black_plus_sign,,,,,50,,,0.95,1,,,,,,,,,,,,,,,,
null,,color_black,338891,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),341916,,,black_plus_sign,,,,,null,US_Cities_List/carmel.png,US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),342358,,,yellow,,,,,null,US_Cities_List/carmel.png,US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,342865,,,yellow,,,,,null,US_Cities_List/carmel.png,US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,
1006.7000000476837,,rt_thecrossant_black,344434,,,black_plus_sign,,,,,50,,,0.9523809523809523,1,,,,,,,,,,,,,,,,
null,,color_black,344545,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),347569,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),348389,,,yellow,,,,,null,US_Cities_List/peoria.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
441.30000001192093,,rt_plussign_withcolor,348891,,,yellow,,,,,50,US_Cities_List/peoria.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,350095,,,black_plus_sign,,,,,null,,,0.9545454545454546,1,,,,,,,,,,,,,,,,
null,,color_black,350202,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),353217,,,black_plus_sign,,,,,null,US_Cities_List/carmel.png,US_Cities_List/huntsville.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),353648,,,yellow,,,,,null,US_Cities_List/carmel.png,US_Cities_List/huntsville.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,354161,,,yellow,,,,,null,US_Cities_List/carmel.png,US_Cities_List/huntsville.png,,,,,,,,,,,,,,,,,,
992.5,,rt_thecrossant_black,355752,,,black_plus_sign,,,,,50,,,0.9565217391304348,1,,,,,,,,,,,,,,,,
null,,color_black,355859,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),358874,,,black_plus_sign,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),359706,,,blue,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
378.80000001192093,,rt_plussign_withcolor,360218,,,blue,,,,,49,US_Cities_List/shreveport.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,361408,,,black_plus_sign,,,,,null,,,0.9583333333333334,1,,,,,,,,,,,,,,,,
null,,color_black,361510,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),364525,,,black_plus_sign,,,,,null,US_Cities_List/huntsville.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),365578,,,yellow,,,,,null,US_Cities_List/huntsville.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,366085,,,yellow,,,,,null,US_Cities_List/huntsville.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
1046.3999999761581,,rt_thecrossant_black,367051,,,black_plus_sign,,,,,50,,,0.96,1,,,,,,,,,,,,,,,,
null,,color_black,367162,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),370176,,,black_plus_sign,,,,,null,US_Cities_List/hanover.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),371115,,,yellow,,,,,null,US_Cities_List/hanover.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,371633,,,yellow,,,,,null,US_Cities_List/hanover.png,US_Cities_List/peoria.png,,,,,,,,,,,,,,,,,,
1169.6000000238419,,rt_thecrossant_black,372709,,,black_plus_sign,,,,,50,,,0.9615384615384616,1,,,,,,,,,,,,,,,,
null,,color_black,372818,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),375834,,,black_plus_sign,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),376509,,,yellow,,,,,null,US_Cities_List/shreveport.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
442.30000001192093,,rt_plussign_withcolor,377010,,,yellow,,,,,50,US_Cities_List/shreveport.png,US_Cities_List/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,378343,,,black_plus_sign,,,,,null,,,0.9629629629629629,1,,,,,,,,,,,,,,,,
null,,color_black,378460,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),381476,,,black_plus_sign,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),382299,,,yellow,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,
485.4000000357628,,rt_plussign_withcolor,382801,,,yellow,,,,,50,US_Cities_List/westpalmbeach.png,US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,383998,,,black_plus_sign,,,,,null,,,0.9642857142857143,1,,,,,,,,,,,,,,,,
null,,color_black,384108,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),387125,,,black_plus_sign,,,,,null,US_Cities_List/racine.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),387742,,,blue,,,,,null,US_Cities_List/racine.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,388251,,,blue,,,,,null,US_Cities_List/racine.png,US_Cities_List/hanover.png,,,,,,,,,,,,,,,,,,
1202.699999988079,,rt_thecrossant_black,389642,,,black_plus_sign,,,,,49,,,0.9655172413793104,1,,,,,,,,,,,,,,,,
