rt,trial_type,stimulus,key_press,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,partid,age,stimulus_left,stimulus_right,condition,specific_pairs
2641.9000000059605,directmemory_phase,node9,51.0,1.0,node1,node13,node6,node6,node13,node1,67dcc12657e2fe1375df7f89,young,,,,
2749.20000000298,directmemory_phase,node1,51.0,0.0,node4,node2,node11,node2,node4,node11,67dcc12657e2fe1375df7f89,young,,,,
2410.0999999940395,directmemory_phase,node11,50.0,1.0,node8,node3,node13,node3,node8,node13,67dcc12657e2fe1375df7f89,young,,,,
2559.5999999940395,directmemory_phase,node2,49.0,1.0,node4,node8,node6,node4,node6,node8,67dcc12657e2fe1375df7f89,young,,,,
4452.0,directmemory_phase,node9,50.0,0.0,node7,node1,node3,node7,node3,node1,67dcc12657e2fe1375df7f89,young,,,,
6194.0,directmemory_phase,node3,49.0,0.0,node1,node6,node13,node6,node1,node13,67dcc12657e2fe1375df7f89,young,,,,
,directmemory_phase,node9,,,node1,node13,node8,node8,node13,node1,67dcc12657e2fe1375df7f89,young,,,,
2022.8999999910595,directmemory_phase,node4,51.0,1.0,node9,node1,node12,node12,node1,node9,67dcc12657e2fe1375df7f89,young,,,,
2478.5,directmemory_phase,node7,50.0,0.0,node6,node4,node3,node6,node3,node4,67dcc12657e2fe1375df7f89,young,,,,
2470.5,directmemory_phase,node11,49.0,0.0,node4,node12,node1,node12,node4,node1,67dcc12657e2fe1375df7f89,young,,,,
2135.0999999940395,directmemory_phase,node2,50.0,0.0,node7,node11,node3,node3,node11,node7,67dcc12657e2fe1375df7f89,young,,,,
1772.300000011921,directmemory_phase,node12,50.0,0.0,node13,node5,node11,node11,node5,node13,67dcc12657e2fe1375df7f89,young,,,,
1935.20000000298,directmemory_phase,node7,51.0,1.0,node12,node11,node9,node9,node11,node12,67dcc12657e2fe1375df7f89,young,,,,
1771.2999999970198,directmemory_phase,node5,49.0,1.0,node4,node9,node12,node4,node12,node9,67dcc12657e2fe1375df7f89,young,,,,
2027.70000000298,directmemory_phase,node2,50.0,0.0,node7,node5,node1,node1,node5,node7,67dcc12657e2fe1375df7f89,young,,,,
1672.2000000029802,directmemory_phase,node4,49.0,1.0,node5,node9,node11,node5,node11,node9,67dcc12657e2fe1375df7f89,young,,,,
1597.7999999970198,directmemory_phase,node3,50.0,0.0,node2,node10,node4,node2,node4,node10,67dcc12657e2fe1375df7f89,young,,,,
1849.5,directmemory_phase,node8,50.0,0.0,node10,node4,node11,node10,node11,node4,67dcc12657e2fe1375df7f89,young,,,,
1839.4000000059605,directmemory_phase,node4,51.0,1.0,node8,node11,node2,node2,node11,node8,67dcc12657e2fe1375df7f89,young,,,,
1233.9000000059605,directmemory_phase,node6,50.0,1.0,node13,node9,node4,node9,node13,node4,67dcc12657e2fe1375df7f89,young,,,,
1171.5999999940395,directmemory_phase,node13,51.0,1.0,node12,node9,node7,node7,node9,node12,67dcc12657e2fe1375df7f89,young,,,,
1457.300000011921,directmemory_phase,node6,49.0,0.0,node10,node8,node3,node3,node8,node10,67dcc12657e2fe1375df7f89,young,,,,
1370.0,directmemory_phase,node8,50.0,0.0,node3,node13,node7,node7,node13,node3,67dcc12657e2fe1375df7f89,young,,,,
2121.20000000298,directmemory_phase,node12,49.0,0.0,node6,node5,node4,node4,node5,node6,67dcc12657e2fe1375df7f89,young,,,,
1502.0999999940395,directmemory_phase,node7,50.0,1.0,node11,node8,node12,node8,node11,node12,67dcc12657e2fe1375df7f89,young,,,,
2407.6000000089407,directmemory_phase,node3,51.0,1.0,node5,node7,node11,node11,node7,node5,67dcc12657e2fe1375df7f89,young,,,,
1787.5999999940395,directmemory_phase,node10,49.0,1.0,node8,node12,node9,node8,node9,node12,67dcc12657e2fe1375df7f89,young,,,,
1768.5999999940395,directmemory_phase,node11,50.0,0.0,node9,node1,node7,node9,node7,node1,67dcc12657e2fe1375df7f89,young,,,,
2072.1000000089407,directmemory_phase,node7,49.0,0.0,node2,node3,node13,node13,node3,node2,67dcc12657e2fe1375df7f89,young,,,,
1742.7000000029802,directmemory_phase,node9,51.0,0.0,node13,node11,node2,node11,node13,node2,67dcc12657e2fe1375df7f89,young,,,,
2077.70000000298,directmemory_phase,node6,50.0,0.0,node10,node13,node7,node7,node13,node10,67dcc12657e2fe1375df7f89,young,,,,
2443.9000000059605,directmemory_phase,node8,50.0,0.0,node9,node4,node11,node9,node11,node4,67dcc12657e2fe1375df7f89,young,,,,
2975.7999999523163,directmemory_phase,node4,50.0,1.0,node3,node12,node9,node12,node3,node9,67ce1feb43ee9200186c94b3,old,,,,
5864.5,directmemory_phase,node1,49.0,0.0,node12,node3,node2,node2,node3,node12,67ce1feb43ee9200186c94b3,old,,,,
5329.899999976158,directmemory_phase,node8,50.0,1.0,node6,node9,node2,node9,node6,node2,67ce1feb43ee9200186c94b3,old,,,,
3440.6999999284744,directmemory_phase,node2,51.0,1.0,node8,node12,node3,node3,node12,node8,67ce1feb43ee9200186c94b3,old,,,,
4082.8000000715256,directmemory_phase,node9,51.0,1.0,node1,node3,node11,node11,node3,node1,67ce1feb43ee9200186c94b3,old,,,,
4576.899999976158,directmemory_phase,node12,49.0,1.0,node4,node6,node3,node4,node3,node6,67ce1feb43ee9200186c94b3,old,,,,
4683.699999928474,directmemory_phase,node9,50.0,1.0,node13,node8,node5,node8,node13,node5,67ce1feb43ee9200186c94b3,old,,,,
3538.600000023842,directmemory_phase,node11,50.0,0.0,node3,node5,node2,node3,node2,node5,67ce1feb43ee9200186c94b3,old,,,,
5152.800000071526,directmemory_phase,node10,49.0,0.0,node11,node7,node8,node8,node7,node11,67ce1feb43ee9200186c94b3,old,,,,
,directmemory_phase,node2,,,node13,node11,node4,node4,node11,node13,67ce1feb43ee9200186c94b3,old,,,,
3547.6999999284744,directmemory_phase,node7,51.0,1.0,node2,node3,node6,node6,node3,node2,67ce1feb43ee9200186c94b3,old,,,,
3929.3000000715256,directmemory_phase,node11,51.0,1.0,node5,node8,node12,node12,node8,node5,67ce1feb43ee9200186c94b3,old,,,,
5114.299999952316,directmemory_phase,node3,51.0,0.0,node6,node5,node4,node6,node4,node5,67ce1feb43ee9200186c94b3,old,,,,
5647.300000071526,directmemory_phase,node7,50.0,0.0,node8,node4,node10,node8,node10,node4,67ce1feb43ee9200186c94b3,old,,,,
4355.899999976158,directmemory_phase,node6,50.0,0.0,node4,node11,node3,node3,node11,node4,67ce1feb43ee9200186c94b3,old,,,,
5583.600000023842,directmemory_phase,node11,50.0,0.0,node9,node10,node2,node9,node2,node10,67ce1feb43ee9200186c94b3,old,,,,
4521.5,directmemory_phase,node6,51.0,1.0,node10,node2,node7,node7,node2,node10,67ce1feb43ee9200186c94b3,old,,,,
4535.600000023842,directmemory_phase,node3,51.0,1.0,node13,node1,node11,node11,node1,node13,67ce1feb43ee9200186c94b3,old,,,,
4825.0,directmemory_phase,node8,49.0,0.0,node4,node6,node7,node7,node6,node4,67ce1feb43ee9200186c94b3,old,,,,
4258.5,directmemory_phase,node4,51.0,1.0,node7,node11,node5,node5,node11,node7,67ce1feb43ee9200186c94b3,old,,,,
4622.899999976158,directmemory_phase,node8,51.0,1.0,node12,node11,node10,node10,node11,node12,67ce1feb43ee9200186c94b3,old,,,,
2760.0,directmemory_phase,node9,49.0,0.0,node5,node3,node7,node7,node3,node5,67ce1feb43ee9200186c94b3,old,,,,
3514.0,directmemory_phase,node12,49.0,0.0,node13,node5,node11,node11,node5,node13,67ce1feb43ee9200186c94b3,old,,,,
3386.0,directmemory_phase,node6,51.0,0.0,node9,node4,node11,node9,node11,node4,67ce1feb43ee9200186c94b3,old,,,,
3864.399999976158,directmemory_phase,node5,49.0,1.0,node4,node3,node2,node4,node2,node3,67ce1feb43ee9200186c94b3,old,,,,
4194.299999952316,directmemory_phase,node7,49.0,1.0,node13,node4,node3,node13,node3,node4,67ce1feb43ee9200186c94b3,old,,,,
3848.100000023842,directmemory_phase,node4,49.0,0.0,node9,node11,node2,node2,node11,node9,67ce1feb43ee9200186c94b3,old,,,,
3185.0,directmemory_phase,node9,49.0,0.0,node4,node3,node6,node6,node3,node4,67ce1feb43ee9200186c94b3,old,,,,
3969.600000023842,directmemory_phase,node2,50.0,0.0,node1,node9,node12,node1,node12,node9,67ce1feb43ee9200186c94b3,old,,,,
3364.600000023842,directmemory_phase,node7,49.0,0.0,node12,node10,node9,node9,node10,node12,67ce1feb43ee9200186c94b3,old,,,,
3873.100000023842,directmemory_phase,node3,51.0,0.0,node1,node2,node8,node2,node1,node8,67ce1feb43ee9200186c94b3,old,,,,
3257.7999999523163,directmemory_phase,node13,51.0,1.0,node12,node9,node7,node7,node9,node12,67ce1feb43ee9200186c94b3,old,,,,
2077.7999999988824,directmemory_phase,node3,51.0,0.0,node11,node10,node4,node11,node4,node10,5bcc60b95c2b810001dc68e2,young,,,,
2533.89999999851,directmemory_phase,node8,49.0,0.0,node3,node6,node10,node10,node6,node3,5bcc60b95c2b810001dc68e2,young,,,,
2868.699999999255,directmemory_phase,node9,49.0,1.0,node7,node5,node12,node7,node12,node5,5bcc60b95c2b810001dc68e2,young,,,,
1668.9000000003723,directmemory_phase,node4,50.0,0.0,node8,node11,node12,node12,node11,node8,5bcc60b95c2b810001dc68e2,young,,,,
2156.9000000003725,directmemory_phase,node9,49.0,1.0,node11,node1,node10,node11,node10,node1,5bcc60b95c2b810001dc68e2,young,,,,
1301.5999999996277,directmemory_phase,node5,51.0,0.0,node4,node3,node12,node4,node12,node3,5bcc60b95c2b810001dc68e2,young,,,,
1274.800000000745,directmemory_phase,node7,50.0,0.0,node2,node10,node8,node8,node10,node2,5bcc60b95c2b810001dc68e2,young,,,,
1363.2000000011176,directmemory_phase,node11,50.0,0.0,node13,node7,node9,node9,node7,node13,5bcc60b95c2b810001dc68e2,young,,,,
854.2000000011176,directmemory_phase,node3,50.0,0.0,node6,node5,node12,node6,node12,node5,5bcc60b95c2b810001dc68e2,young,,,,
1704.5999999996277,directmemory_phase,node9,51.0,1.0,node5,node10,node8,node8,node10,node5,5bcc60b95c2b810001dc68e2,young,,,,
943.0,directmemory_phase,node11,51.0,0.0,node12,node13,node4,node12,node4,node13,5bcc60b95c2b810001dc68e2,young,,,,
1704.9000000003723,directmemory_phase,node9,49.0,0.0,node13,node6,node2,node6,node13,node2,5bcc60b95c2b810001dc68e2,young,,,,
1479.7000000011176,directmemory_phase,node4,50.0,0.0,node6,node11,node5,node5,node11,node6,5bcc60b95c2b810001dc68e2,young,,,,
2950.0,directmemory_phase,node7,49.0,0.0,node3,node9,node2,node9,node3,node2,5bcc60b95c2b810001dc68e2,young,,,,
1371.2999999988824,directmemory_phase,node12,50.0,1.0,node9,node11,node6,node11,node9,node6,5bcc60b95c2b810001dc68e2,young,,,,
1834.300000000745,directmemory_phase,node6,51.0,1.0,node12,node13,node7,node7,node13,node12,5bcc60b95c2b810001dc68e2,young,,,,
3533.800000000745,directmemory_phase,node8,50.0,0.0,node4,node11,node9,node9,node11,node4,5bcc60b95c2b810001dc68e2,young,,,,
1991.599999999628,directmemory_phase,node12,49.0,0.0,node1,node3,node4,node4,node3,node1,5bcc60b95c2b810001dc68e2,young,,,,
2147.0999999996275,directmemory_phase,node7,50.0,0.0,node1,node11,node13,node13,node11,node1,5bcc60b95c2b810001dc68e2,young,,,,
2636.199999999255,directmemory_phase,node1,49.0,0.0,node4,node2,node12,node2,node4,node12,5bcc60b95c2b810001dc68e2,young,,,,
2580.2000000011176,directmemory_phase,node13,49.0,1.0,node7,node2,node9,node7,node9,node2,5bcc60b95c2b810001dc68e2,young,,,,
2668.60000000149,directmemory_phase,node6,50.0,0.0,node9,node1,node13,node9,node13,node1,5bcc60b95c2b810001dc68e2,young,,,,
1851.0,directmemory_phase,node8,50.0,1.0,node11,node7,node3,node7,node11,node3,5bcc60b95c2b810001dc68e2,young,,,,
1023.0999999996276,directmemory_phase,node3,50.0,1.0,node7,node2,node13,node2,node7,node13,5bcc60b95c2b810001dc68e2,young,,,,
2357.0,directmemory_phase,node7,49.0,0.0,node4,node10,node6,node6,node10,node4,5bcc60b95c2b810001dc68e2,young,,,,
2528.4000000003725,directmemory_phase,node10,51.0,0.0,node8,node11,node7,node8,node7,node11,5bcc60b95c2b810001dc68e2,young,,,,
1733.9000000003723,directmemory_phase,node6,51.0,0.0,node3,node5,node11,node3,node11,node5,5bcc60b95c2b810001dc68e2,young,,,,
1773.10000000149,directmemory_phase,node2,50.0,0.0,node9,node11,node1,node1,node11,node9,5bcc60b95c2b810001dc68e2,young,,,,
747.3000000007451,directmemory_phase,node11,50.0,1.0,node2,node3,node1,node3,node2,node1,5bcc60b95c2b810001dc68e2,young,,,,
908.8000000007452,directmemory_phase,node4,50.0,0.0,node2,node6,node11,node2,node11,node6,5bcc60b95c2b810001dc68e2,young,,,,
1463.7999999988824,directmemory_phase,,50.0,,,,,,,,5bcc60b95c2b810001dc68e2,young,,,,
1568.2999999988824,directmemory_phase,,49.0,,,,,,,,5bcc60b95c2b810001dc68e2,young,,,,
2481.2999999523163,directmemory_phase,node7,50.0,1.0,node11,node8,node1,node8,node11,node1,6550de88683355a74699844c,young,,,,
3829.0,directmemory_phase,node9,51.0,1.0,node5,node13,node6,node6,node13,node5,6550de88683355a74699844c,young,,,,
1501.4000000953674,directmemory_phase,node5,49.0,1.0,node4,node9,node12,node4,node12,node9,6550de88683355a74699844c,young,,,,
3045.399999976158,directmemory_phase,node8,49.0,1.0,node9,node12,node11,node9,node11,node12,6550de88683355a74699844c,young,,,,
2525.1999999284744,directmemory_phase,node12,50.0,1.0,node3,node11,node8,node11,node3,node8,6550de88683355a74699844c,young,,,,
3211.899999976158,directmemory_phase,node7,49.0,1.0,node9,node12,node10,node9,node10,node12,6550de88683355a74699844c,young,,,,
1588.100000023842,directmemory_phase,node10,50.0,1.0,node9,node8,node3,node8,node9,node3,6550de88683355a74699844c,young,,,,
2758.5,directmemory_phase,node12,49.0,0.0,node9,node4,node8,node4,node9,node8,6550de88683355a74699844c,young,,,,
1223.100000023842,directmemory_phase,node2,49.0,1.0,node1,node13,node5,node1,node5,node13,6550de88683355a74699844c,young,,,,
2238.7999999523163,directmemory_phase,node11,50.0,0.0,node1,node6,node12,node12,node6,node1,6550de88683355a74699844c,young,,,,
3820.700000047684,directmemory_phase,node9,51.0,1.0,node2,node3,node8,node8,node3,node2,6550de88683355a74699844c,young,,,,
3097.6999999284744,directmemory_phase,node2,51.0,0.0,node6,node4,node9,node4,node6,node9,6550de88683355a74699844c,young,,,,
1388.7000000476835,directmemory_phase,node3,49.0,1.0,node11,node5,node4,node11,node4,node5,6550de88683355a74699844c,young,,,,
1144.0,directmemory_phase,node4,51.0,1.0,node6,node1,node5,node5,node1,node6,6550de88683355a74699844c,young,,,,
1081.0,directmemory_phase,node8,49.0,1.0,node10,node12,node6,node10,node6,node12,6550de88683355a74699844c,young,,,,
2929.700000047684,directmemory_phase,node4,49.0,1.0,node12,node9,node1,node12,node1,node9,6550de88683355a74699844c,young,,,,
1286.3000000715256,directmemory_phase,node3,51.0,1.0,node10,node1,node2,node2,node1,node10,6550de88683355a74699844c,young,,,,
2472.600000023842,directmemory_phase,node7,49.0,1.0,node6,node12,node11,node6,node11,node12,6550de88683355a74699844c,young,,,,
1384.2999999523165,directmemory_phase,node11,49.0,1.0,node3,node13,node7,node3,node7,node13,6550de88683355a74699844c,young,,,,
2050.200000047684,directmemory_phase,node13,49.0,1.0,node7,node3,node9,node7,node9,node3,6550de88683355a74699844c,young,,,,
1342.2999999523165,directmemory_phase,node2,51.0,1.0,node9,node5,node3,node3,node5,node9,6550de88683355a74699844c,young,,,,
3399.8000000715256,directmemory_phase,node11,51.0,0.0,node9,node10,node8,node9,node8,node10,6550de88683355a74699844c,young,,,,
3498.899999976158,directmemory_phase,node6,51.0,1.0,node12,node13,node7,node7,node13,node12,6550de88683355a74699844c,young,,,,
1234.5,directmemory_phase,node9,51.0,1.0,node2,node10,node11,node11,node10,node2,6550de88683355a74699844c,young,,,,
2204.6999999284744,directmemory_phase,node4,49.0,0.0,node6,node1,node2,node2,node1,node6,6550de88683355a74699844c,young,,,,
1586.600000023842,directmemory_phase,node3,49.0,0.0,node8,node4,node6,node6,node4,node8,6550de88683355a74699844c,young,,,,
4238.700000047684,directmemory_phase,node7,51.0,0.0,node3,node13,node4,node13,node3,node4,6550de88683355a74699844c,young,,,,
2163.399999976158,directmemory_phase,node6,49.0,1.0,node3,node5,node11,node3,node11,node5,6550de88683355a74699844c,young,,,,
2688.100000023842,directmemory_phase,node9,49.0,1.0,node7,node1,node10,node7,node10,node1,6550de88683355a74699844c,young,,,,
1345.100000023842,directmemory_phase,node1,51.0,1.0,node9,node4,node2,node2,node4,node9,6550de88683355a74699844c,young,,,,
1443.7999999523165,directmemory_phase,node6,50.0,0.0,node9,node5,node2,node9,node2,node5,6550de88683355a74699844c,young,,,,
1735.4000000953674,directmemory_phase,node8,49.0,1.0,node7,node12,node13,node7,node13,node12,6550de88683355a74699844c,young,,,,
2279.0,directmemory_phase,node3,51.0,1.0,node13,node12,node6,node6,node12,node13,6526f601bedbae17738408b1,old,,,,
1594.199999988079,directmemory_phase,node8,51.0,1.0,node3,node11,node7,node7,node11,node3,6526f601bedbae17738408b1,old,,,,
2074.5,directmemory_phase,node9,50.0,1.0,node3,node6,node1,node6,node3,node1,6526f601bedbae17738408b1,old,,,,
1088.0,directmemory_phase,node13,51.0,1.0,node3,node9,node7,node7,node9,node3,6526f601bedbae17738408b1,old,,,,
2446.400000035763,directmemory_phase,node6,50.0,1.0,node11,node9,node10,node9,node11,node10,6526f601bedbae17738408b1,old,,,,
1411.100000023842,directmemory_phase,node4,50.0,1.0,node3,node12,node8,node12,node3,node8,6526f601bedbae17738408b1,old,,,,
2113.199999988079,directmemory_phase,node3,51.0,0.0,node11,node8,node7,node11,node7,node8,6526f601bedbae17738408b1,old,,,,
1062.100000023842,directmemory_phase,node12,51.0,1.0,node1,node3,node4,node4,node3,node1,6526f601bedbae17738408b1,old,,,,
2147.399999976158,directmemory_phase,node8,51.0,1.0,node12,node11,node9,node9,node11,node12,6526f601bedbae17738408b1,old,,,,
1772.199999988079,directmemory_phase,node4,51.0,1.0,node9,node3,node2,node2,node3,node9,6526f601bedbae17738408b1,old,,,,
2140.699999988079,directmemory_phase,node11,51.0,0.0,node12,node5,node8,node12,node8,node5,6526f601bedbae17738408b1,old,,,,
1094.5,directmemory_phase,node2,51.0,1.0,node8,node6,node4,node4,node6,node8,6526f601bedbae17738408b1,old,,,,
1810.399999976158,directmemory_phase,node6,51.0,1.0,node4,node2,node7,node7,node2,node4,6526f601bedbae17738408b1,old,,,,
1230.899999976158,directmemory_phase,node2,49.0,1.0,node1,node13,node5,node1,node5,node13,6526f601bedbae17738408b1,old,,,,
2430.399999976158,directmemory_phase,node6,49.0,0.0,node13,node3,node12,node3,node13,node12,6526f601bedbae17738408b1,old,,,,
1831.199999988079,directmemory_phase,node7,50.0,1.0,node11,node13,node1,node13,node11,node1,6526f601bedbae17738408b1,old,,,,
1352.899999976158,directmemory_phase,node9,50.0,1.0,node12,node11,node1,node11,node12,node1,6526f601bedbae17738408b1,old,,,,
1220.0,directmemory_phase,node8,51.0,1.0,node12,node13,node10,node10,node13,node12,6526f601bedbae17738408b1,old,,,,
1180.899999976158,directmemory_phase,node1,50.0,1.0,node3,node2,node5,node2,node3,node5,6526f601bedbae17738408b1,old,,,,
937.2000000476836,directmemory_phase,node10,51.0,1.0,node12,node9,node8,node8,node9,node12,6526f601bedbae17738408b1,old,,,,
2261.400000035763,directmemory_phase,node3,51.0,1.0,node5,node1,node2,node2,node1,node5,6526f601bedbae17738408b1,old,,,,
2274.899999976158,directmemory_phase,node7,50.0,1.0,node11,node8,node2,node8,node11,node2,6526f601bedbae17738408b1,old,,,,
1131.399999976158,directmemory_phase,node2,51.0,1.0,node9,node5,node3,node3,node5,node9,6526f601bedbae17738408b1,old,,,,
1022.6999999880792,directmemory_phase,node11,49.0,1.0,node9,node13,node4,node9,node4,node13,6526f601bedbae17738408b1,old,,,,
1806.0,directmemory_phase,node4,51.0,1.0,node6,node1,node5,node5,node1,node6,6526f601bedbae17738408b1,old,,,,
3302.599999964237,directmemory_phase,node9,49.0,0.0,node2,node3,node8,node8,node3,node2,6526f601bedbae17738408b1,old,,,,
1091.9000000357628,directmemory_phase,node5,51.0,1.0,node11,node12,node4,node4,node12,node11,6526f601bedbae17738408b1,old,,,,
1959.300000011921,directmemory_phase,node7,49.0,1.0,node6,node1,node10,node6,node10,node1,6526f601bedbae17738408b1,old,,,,
2830.800000011921,directmemory_phase,node11,51.0,1.0,node13,node6,node3,node3,node6,node13,6526f601bedbae17738408b1,old,,,,
3770.100000023842,directmemory_phase,node7,51.0,1.0,node12,node10,node9,node9,node10,node12,6526f601bedbae17738408b1,old,,,,
2197.0,directmemory_phase,node12,50.0,1.0,node2,node11,node10,node11,node2,node10,6526f601bedbae17738408b1,old,,,,
2681.899999976158,directmemory_phase,node9,50.0,0.0,node4,node12,node7,node7,node12,node4,6526f601bedbae17738408b1,old,,,,
3451.399999976158,directmemory_phase,node3,51.0,1.0,node10,node7,node11,node11,node7,node10,66af82fe7c33867b3ed6efcb,young,,,,
2749.399999976158,directmemory_phase,node4,50.0,1.0,node3,node12,node8,node12,node3,node8,66af82fe7c33867b3ed6efcb,young,,,,
3563.7999999523163,directmemory_phase,node11,51.0,1.0,node1,node6,node3,node3,node6,node1,66af82fe7c33867b3ed6efcb,young,,,,
2459.1999999284744,directmemory_phase,node7,51.0,1.0,node4,node3,node9,node9,node3,node4,66af82fe7c33867b3ed6efcb,young,,,,
4137.300000071526,directmemory_phase,node2,49.0,0.0,node5,node3,node13,node3,node5,node13,66af82fe7c33867b3ed6efcb,young,,,,
2881.899999976158,directmemory_phase,node6,50.0,1.0,node2,node9,node12,node9,node2,node12,66af82fe7c33867b3ed6efcb,young,,,,
2148.700000047684,directmemory_phase,node13,49.0,1.0,node7,node2,node8,node7,node8,node2,66af82fe7c33867b3ed6efcb,young,,,,
3159.8000000715256,directmemory_phase,node8,51.0,1.0,node2,node11,node9,node9,node11,node2,66af82fe7c33867b3ed6efcb,young,,,,
2656.399999976158,directmemory_phase,node7,49.0,1.0,node6,node12,node3,node6,node3,node12,66af82fe7c33867b3ed6efcb,young,,,,
2560.7999999523163,directmemory_phase,node8,51.0,1.0,node2,node13,node10,node10,node13,node2,66af82fe7c33867b3ed6efcb,young,,,,
2561.600000023842,directmemory_phase,node6,51.0,1.0,node1,node11,node7,node7,node11,node1,66af82fe7c33867b3ed6efcb,young,,,,
2792.7999999523163,directmemory_phase,node4,51.0,1.0,node7,node11,node5,node5,node11,node7,66af82fe7c33867b3ed6efcb,young,,,,
2641.399999976158,directmemory_phase,node9,51.0,1.0,node4,node12,node6,node6,node12,node4,66af82fe7c33867b3ed6efcb,young,,,,
2020.399999976158,directmemory_phase,node2,49.0,1.0,node4,node9,node12,node4,node12,node9,66af82fe7c33867b3ed6efcb,young,,,,
2888.700000047684,directmemory_phase,node8,51.0,1.0,node3,node11,node7,node7,node11,node3,66af82fe7c33867b3ed6efcb,young,,,,
5393.699999928474,directmemory_phase,node5,50.0,0.0,node4,node1,node2,node4,node2,node1,66af82fe7c33867b3ed6efcb,young,,,,
4773.299999952316,directmemory_phase,node3,49.0,1.0,node6,node13,node1,node6,node1,node13,66af82fe7c33867b3ed6efcb,young,,,,
2944.8000000715256,directmemory_phase,node7,51.0,0.0,node8,node12,node10,node8,node10,node12,66af82fe7c33867b3ed6efcb,young,,,,
2627.7999999523163,directmemory_phase,node1,50.0,1.0,node3,node2,node12,node2,node3,node12,66af82fe7c33867b3ed6efcb,young,,,,
5876.899999976158,directmemory_phase,node7,50.0,1.0,node11,node13,node4,node13,node11,node4,66af82fe7c33867b3ed6efcb,young,,,,
2695.0,directmemory_phase,node10,49.0,1.0,node8,node12,node9,node8,node9,node12,66af82fe7c33867b3ed6efcb,young,,,,
4928.0,directmemory_phase,node3,51.0,0.0,node1,node2,node13,node2,node1,node13,66af82fe7c33867b3ed6efcb,young,,,,
,directmemory_phase,node12,,,node4,node7,node5,node4,node5,node7,66af82fe7c33867b3ed6efcb,young,,,,
3045.1999999284744,directmemory_phase,node11,49.0,0.0,node13,node7,node9,node9,node7,node13,66af82fe7c33867b3ed6efcb,young,,,,
2145.5,directmemory_phase,node2,50.0,1.0,node12,node1,node8,node1,node12,node8,66af82fe7c33867b3ed6efcb,young,,,,
2115.7999999523163,directmemory_phase,node9,51.0,1.0,node4,node13,node7,node7,node13,node4,66af82fe7c33867b3ed6efcb,young,,,,
2593.600000023842,directmemory_phase,node12,51.0,1.0,node13,node5,node11,node11,node5,node13,66af82fe7c33867b3ed6efcb,young,,,,
2629.100000023842,directmemory_phase,node9,49.0,1.0,node8,node5,node13,node8,node13,node5,66af82fe7c33867b3ed6efcb,young,,,,
2434.5,directmemory_phase,node11,49.0,1.0,node12,node13,node4,node12,node4,node13,66af82fe7c33867b3ed6efcb,young,,,,
2379.0,directmemory_phase,node6,50.0,0.0,node3,node12,node2,node3,node2,node12,66af82fe7c33867b3ed6efcb,young,,,,
2033.5,directmemory_phase,node9,51.0,0.0,node11,node1,node3,node11,node3,node1,66af82fe7c33867b3ed6efcb,young,,,,
3760.599999904633,directmemory_phase,node4,51.0,1.0,node8,node1,node2,node2,node1,node8,66af82fe7c33867b3ed6efcb,young,,,,
1958.199999988079,directmemory_phase,node7,49.0,0.0,node12,node10,node13,node13,node10,node12,668c85c9f955972065292902,young,,,,
2007.800000011921,directmemory_phase,node9,50.0,0.0,node8,node4,node3,node8,node3,node4,668c85c9f955972065292902,young,,,,
3523.100000023842,directmemory_phase,node7,49.0,0.0,node4,node10,node6,node6,node10,node4,668c85c9f955972065292902,young,,,,
2032.300000011921,directmemory_phase,node11,51.0,1.0,node1,node7,node12,node12,node7,node1,668c85c9f955972065292902,young,,,,
1676.0999999642372,directmemory_phase,node7,50.0,0.0,node12,node11,node8,node8,node11,node12,668c85c9f955972065292902,young,,,,
1706.5999999642372,directmemory_phase,node11,49.0,1.0,node9,node1,node6,node9,node6,node1,668c85c9f955972065292902,young,,,,
1702.9000000357628,directmemory_phase,node8,51.0,0.0,node13,node10,node3,node10,node13,node3,668c85c9f955972065292902,young,,,,
1843.9000000357628,directmemory_phase,node9,51.0,1.0,node5,node13,node7,node7,node13,node5,668c85c9f955972065292902,young,,,,
2277.100000023842,directmemory_phase,node4,50.0,0.0,node5,node9,node3,node5,node3,node9,668c85c9f955972065292902,young,,,,
2341.399999976158,directmemory_phase,node6,51.0,0.0,node11,node3,node4,node3,node11,node4,668c85c9f955972065292902,young,,,,
2542.199999988079,directmemory_phase,node2,49.0,0.0,node11,node1,node8,node1,node11,node8,668c85c9f955972065292902,young,,,,
2426.899999976158,directmemory_phase,node9,50.0,0.0,node6,node4,node3,node6,node3,node4,668c85c9f955972065292902,young,,,,
1932.199999988079,directmemory_phase,node10,49.0,1.0,node8,node6,node9,node8,node9,node6,668c85c9f955972065292902,young,,,,
2629.800000011921,directmemory_phase,node5,49.0,1.0,node4,node11,node12,node4,node12,node11,668c85c9f955972065292902,young,,,,
1915.9000000357628,directmemory_phase,node8,50.0,0.0,node7,node12,node11,node7,node11,node12,668c85c9f955972065292902,young,,,,
1911.699999988079,directmemory_phase,node1,49.0,1.0,node2,node9,node4,node2,node4,node9,668c85c9f955972065292902,young,,,,
1905.0,directmemory_phase,node3,50.0,0.0,node8,node12,node11,node11,node12,node8,668c85c9f955972065292902,young,,,,
2564.800000011921,directmemory_phase,node7,49.0,1.0,node9,node2,node3,node9,node3,node2,668c85c9f955972065292902,young,,,,
