rt,trial_type,stimulus,key_press,stimulus_left,stimulus_right,accuracy,stimulus_correct,condition,specific_pairs,city_type,partid,age
2504.5,shortestpath_phase,mm_westpalmbeach.png,49.0,nat_gatlinburg.png,nat_peoria.png,0.0,nat_peoria.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
2192.20000000298,shortestpath_phase,nat_carmel.png,50.0,nat_gatlinburg.png,nat_boulder.png,1.0,nat_boulder.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2673.699999988079,shortestpath_phase,nat_hanover.png,49.0,mm_westpalmbeach.png,mm_huntsville.png,1.0,mm_westpalmbeach.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1874.0999999940395,shortestpath_phase,nat_cornwall.png,49.0,nat_leesburg.png,nat_peoria.png,1.0,nat_leesburg.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
2301.70000000298,shortestpath_phase,nat_carmel.png,49.0,nat_peoria.png,mm_huntsville.png,0.0,mm_huntsville.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
5499.5999999940395,shortestpath_phase,nat_peoria.png,49.0,nat_carmel.png,nat_boulder.png,0.0,nat_boulder.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1785.5,shortestpath_phase,nat_gatlinburg.png,49.0,nat_carmel.png,nat_hanover.png,0.0,nat_hanover.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1911.5,shortestpath_phase,nat_boulder.png,49.0,mm_huntsville.png,nat_carmel.png,0.0,nat_carmel.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2212.9000000059605,shortestpath_phase,mm_huntsville.png,49.0,nat_gatlinburg.png,nat_hanover.png,0.0,nat_hanover.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
3223.29999999702,shortestpath_phase,nat_carmel.png,50.0,nat_peoria.png,nat_gatlinburg.png,0.0,nat_peoria.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2865.0999999940395,shortestpath_phase,mm_huntsville.png,49.0,nat_shreveport.png,nat_hanover.png,1.0,nat_shreveport.png,Three Edge Diff,Two Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2397.4000000059605,shortestpath_phase,nat_cornwall.png,49.0,mm_newhope.png,nat_gatlinburg.png,1.0,mm_newhope.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
3024.79999999702,shortestpath_phase,nat_carmel.png,49.0,nat_gatlinburg.png,nat_hanover.png,0.0,nat_hanover.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2107.4000000059605,shortestpath_phase,nat_shreveport.png,49.0,nat_gatlinburg.png,nat_boulder.png,0.0,nat_boulder.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2030.3999999910593,shortestpath_phase,nat_hanover.png,50.0,nat_gatlinburg.png,nat_shreveport.png,0.0,nat_gatlinburg.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
2500.300000011921,shortestpath_phase,nat_peoria.png,49.0,mm_westpalmbeach.png,mm_hotsprings.png,0.0,mm_hotsprings.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
2380.0,shortestpath_phase,nat_gatlinburg.png,50.0,nat_carmel.png,mm_westpalmbeach.png,1.0,mm_westpalmbeach.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2159.4000000059605,shortestpath_phase,nat_carmel.png,49.0,mm_newhope.png,nat_gatlinburg.png,1.0,mm_newhope.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2681.29999999702,shortestpath_phase,nat_gatlinburg.png,50.0,mm_huntsville.png,nat_shreveport.png,1.0,nat_shreveport.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1761.9000000059605,shortestpath_phase,nat_peoria.png,49.0,mm_newhope.png,nat_cornwall.png,1.0,mm_newhope.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
2409.8999999910593,shortestpath_phase,nat_hanover.png,50.0,nat_gatlinburg.png,mm_huntsville.png,0.0,nat_gatlinburg.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2812.300000011921,shortestpath_phase,mm_huntsville.png,50.0,nat_gatlinburg.png,nat_shreveport.png,1.0,nat_shreveport.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2924.0,shortestpath_phase,nat_gatlinburg.png,50.0,nat_cornwall.png,mm_newhope.png,1.0,mm_newhope.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2324.8999999910593,shortestpath_phase,mm_huntsville.png,50.0,nat_gatlinburg.png,nat_racine.png,1.0,nat_racine.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2616.0,shortestpath_phase,nat_gatlinburg.png,49.0,nat_cornwall.png,mm_huntsville.png,1.0,nat_cornwall.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1845.20000000298,shortestpath_phase,mm_huntsville.png,49.0,nat_peoria.png,mm_newhope.png,0.0,mm_newhope.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
3013.5,shortestpath_phase,nat_gatlinburg.png,50.0,mm_huntsville.png,mm_westpalmbeach.png,1.0,mm_westpalmbeach.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
4341.29999999702,shortestpath_phase,nat_shreveport.png,49.0,mm_hotsprings.png,nat_peoria.png,1.0,mm_hotsprings.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
2218.70000000298,shortestpath_phase,nat_boulder.png,49.0,nat_shreveport.png,nat_gatlinburg.png,0.0,nat_gatlinburg.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1633.7000000029802,shortestpath_phase,nat_carmel.png,49.0,nat_racine.png,mm_newhope.png,0.0,mm_newhope.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1868.0,shortestpath_phase,mm_huntsville.png,49.0,nat_peoria.png,nat_shreveport.png,0.0,nat_shreveport.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1979.6000000089407,shortestpath_phase,nat_cornwall.png,49.0,mm_newhope.png,nat_gatlinburg.png,1.0,mm_newhope.png,Three Edge Diff,Two Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2114.0,shortestpath_phase,nat_boulder.png,49.0,nat_peoria.png,mm_huntsville.png,1.0,nat_peoria.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2172.3999999910593,shortestpath_phase,nat_cornwall.png,49.0,nat_boulder.png,nat_carmel.png,0.0,nat_carmel.png,Three Edge Diff,Two Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1831.20000000298,shortestpath_phase,mm_hotsprings.png,50.0,nat_boulder.png,nat_carmel.png,0.0,nat_boulder.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
2696.0999999940395,shortestpath_phase,nat_gatlinburg.png,49.0,nat_carmel.png,nat_shreveport.png,0.0,nat_shreveport.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
3167.300000011921,shortestpath_phase,mm_newhope.png,49.0,nat_racine.png,nat_gatlinburg.png,1.0,nat_racine.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
3189.29999999702,shortestpath_phase,nat_boulder.png,50.0,mm_huntsville.png,mm_westpalmbeach.png,1.0,mm_westpalmbeach.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1594.3999999910593,shortestpath_phase,mm_huntsville.png,50.0,nat_hanover.png,nat_boulder.png,0.0,nat_hanover.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
3650.20000000298,shortestpath_phase,nat_racine.png,50.0,nat_gatlinburg.png,nat_boulder.png,0.0,nat_gatlinburg.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
1721.4000000059605,shortestpath_phase,nat_carmel.png,49.0,nat_peoria.png,nat_hanover.png,0.0,nat_hanover.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2060.5,shortestpath_phase,mm_huntsville.png,49.0,nat_racine.png,nat_peoria.png,1.0,nat_racine.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2633.0999999940395,shortestpath_phase,nat_hanover.png,49.0,nat_leesburg.png,nat_carmel.png,1.0,nat_leesburg.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
3258.0,shortestpath_phase,nat_cornwall.png,49.0,nat_racine.png,nat_peoria.png,1.0,nat_racine.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
3719.699999988079,shortestpath_phase,mm_huntsville.png,49.0,nat_gatlinburg.png,mm_hotsprings.png,0.0,mm_hotsprings.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2714.29999999702,shortestpath_phase,nat_gatlinburg.png,50.0,nat_racine.png,nat_shreveport.png,0.0,nat_racine.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1906.800000011921,shortestpath_phase,mm_newhope.png,49.0,nat_cornwall.png,nat_gatlinburg.png,1.0,nat_cornwall.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1929.70000000298,shortestpath_phase,nat_carmel.png,49.0,nat_racine.png,nat_gatlinburg.png,1.0,nat_racine.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2556.9000000059605,shortestpath_phase,nat_leesburg.png,50.0,nat_shreveport.png,nat_carmel.png,0.0,nat_shreveport.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
2241.29999999702,shortestpath_phase,nat_racine.png,50.0,nat_boulder.png,nat_carmel.png,0.0,nat_boulder.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1741.2000000029802,shortestpath_phase,mm_huntsville.png,49.0,nat_peoria.png,mm_hotsprings.png,0.0,mm_hotsprings.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1946.0,shortestpath_phase,nat_gatlinburg.png,50.0,mm_huntsville.png,mm_newhope.png,1.0,mm_newhope.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2354.29999999702,shortestpath_phase,nat_carmel.png,49.0,nat_racine.png,mm_huntsville.png,0.0,mm_huntsville.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
2369.0999999940395,shortestpath_phase,nat_gatlinburg.png,49.0,mm_newhope.png,nat_carmel.png,1.0,mm_newhope.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2046.6000000089407,shortestpath_phase,nat_peoria.png,49.0,mm_huntsville.png,nat_boulder.png,0.0,nat_boulder.png,Three Edge Diff,Two Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2256.9000000059605,shortestpath_phase,nat_gatlinburg.png,50.0,nat_carmel.png,nat_racine.png,1.0,nat_racine.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2015.29999999702,shortestpath_phase,nat_peoria.png,50.0,nat_leesburg.png,mm_huntsville.png,0.0,nat_leesburg.png,Three Edge Diff,Two Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1726.5,shortestpath_phase,nat_carmel.png,49.0,mm_westpalmbeach.png,mm_hotsprings.png,1.0,mm_westpalmbeach.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
2239.70000000298,shortestpath_phase,nat_cornwall.png,49.0,nat_leesburg.png,nat_gatlinburg.png,1.0,nat_leesburg.png,Three Edge Diff,Two Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2726.8999999910593,shortestpath_phase,nat_gatlinburg.png,49.0,nat_shreveport.png,mm_westpalmbeach.png,0.0,mm_westpalmbeach.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2438.1000000089407,shortestpath_phase,nat_cornwall.png,49.0,nat_leesburg.png,mm_hotsprings.png,1.0,nat_leesburg.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
1967.5999999940395,shortestpath_phase,nat_racine.png,50.0,nat_gatlinburg.png,mm_huntsville.png,0.0,nat_gatlinburg.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1914.0,shortestpath_phase,nat_cornwall.png,49.0,nat_hanover.png,nat_leesburg.png,0.0,nat_leesburg.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
2462.70000000298,shortestpath_phase,mm_huntsville.png,50.0,nat_racine.png,nat_hanover.png,0.0,nat_racine.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1854.79999999702,shortestpath_phase,nat_gatlinburg.png,49.0,nat_shreveport.png,nat_leesburg.png,0.0,nat_leesburg.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2514.4000000059605,shortestpath_phase,nat_boulder.png,50.0,nat_cornwall.png,mm_huntsville.png,0.0,nat_cornwall.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2155.20000000298,shortestpath_phase,nat_shreveport.png,49.0,nat_peoria.png,nat_gatlinburg.png,1.0,nat_peoria.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1868.20000000298,shortestpath_phase,mm_newhope.png,50.0,nat_carmel.png,nat_gatlinburg.png,0.0,nat_carmel.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1896.199999988079,shortestpath_phase,nat_peoria.png,49.0,nat_leesburg.png,nat_carmel.png,1.0,nat_leesburg.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2515.29999999702,shortestpath_phase,nat_carmel.png,49.0,nat_boulder.png,nat_hanover.png,0.0,nat_hanover.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1841.5999999940395,shortestpath_phase,mm_huntsville.png,50.0,nat_peoria.png,nat_gatlinburg.png,0.0,nat_peoria.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2289.20000000298,shortestpath_phase,nat_cornwall.png,49.0,nat_peoria.png,mm_newhope.png,0.0,mm_newhope.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
3133.0999999940395,shortestpath_phase,nat_boulder.png,50.0,nat_shreveport.png,mm_huntsville.png,0.0,nat_shreveport.png,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2052.29999999702,shortestpath_phase,nat_cornwall.png,49.0,mm_hotsprings.png,nat_boulder.png,1.0,mm_hotsprings.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1637.7999999970198,shortestpath_phase,nat_boulder.png,49.0,nat_shreveport.png,nat_carmel.png,1.0,nat_shreveport.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
1847.5999999940395,shortestpath_phase,nat_racine.png,49.0,nat_hanover.png,nat_boulder.png,1.0,nat_hanover.png,One Edge Diff,Two Edge Three Edge,US,56e60e39f7957b000b18e37b,young
4006.099999994039,shortestpath_phase,mm_huntsville.png,49.0,nat_shreveport.png,nat_boulder.png,1.0,nat_shreveport.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
3167.5999999940395,shortestpath_phase,nat_cornwall.png,49.0,nat_boulder.png,nat_carmel.png,0.0,nat_carmel.png,Three Edge Diff,Three Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2494.8999999910593,shortestpath_phase,nat_peoria.png,49.0,nat_shreveport.png,mm_huntsville.png,1.0,nat_shreveport.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2733.5,shortestpath_phase,nat_carmel.png,50.0,nat_gatlinburg.png,mm_westpalmbeach.png,1.0,mm_westpalmbeach.png,Four Edge Diff,Two Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2678.0999999940395,shortestpath_phase,nat_peoria.png,49.0,nat_cornwall.png,nat_leesburg.png,0.0,nat_leesburg.png,Two Edge Diff,Two Edge Four Edge,US,56e60e39f7957b000b18e37b,young
1952.79999999702,shortestpath_phase,mm_huntsville.png,50.0,nat_hanover.png,nat_carmel.png,1.0,nat_carmel.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
3581.4000000059605,shortestpath_phase,nat_gatlinburg.png,49.0,nat_shreveport.png,mm_newhope.png,0.0,mm_newhope.png,One Edge Diff,Four Edge Five Edge,US,56e60e39f7957b000b18e37b,young
3138.0,shortestpath_phase,mm_huntsville.png,49.0,nat_peoria.png,nat_boulder.png,1.0,nat_peoria.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
3108.300000011921,shortestpath_phase,nat_gatlinburg.png,49.0,nat_cornwall.png,nat_carmel.png,1.0,nat_cornwall.png,One Edge Diff,Five Edge Six Edge,US,56e60e39f7957b000b18e37b,young
2206.3999999910593,shortestpath_phase,nat_peoria.png,50.0,mm_huntsville.png,mm_westpalmbeach.png,1.0,mm_westpalmbeach.png,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
2517.5,shortestpath_phase,nat_shreveport.png,50.0,nat_boulder.png,nat_racine.png,1.0,nat_racine.png,One Edge Diff,Three Edge Four Edge,US,56e60e39f7957b000b18e37b,young
3430.5999999940395,shortestpath_phase,,50.0,,,1.0,,Two Edge Diff,Four Edge Six Edge,US,56e60e39f7957b000b18e37b,young
1382.0,shortestpath_phase,,50.0,,,1.0,,Two Edge Diff,Three Edge Five Edge,US,56e60e39f7957b000b18e37b,young
,shortestpath_phase,nat_leesburg.png,,mm_hotsprings.png,mm_gatlinburg.png,0.0,mm_hotsprings.png,Two Edge Diff,Two Edge Four Edge,US,66f02f508e8473f0362ed99e,young
2791.7,shortestpath_phase,nat_shreveport.png,50.0,mm_huntsville.png,nat_leesburg.png,0.0,mm_huntsville.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
3102.6,shortestpath_phase,mm_hotsprings.png,49.0,mm_gatlinburg.png,nat_newhope.png,1.0,mm_gatlinburg.png,One Edge Diff,Three Edge Four Edge,US,66f02f508e8473f0362ed99e,young
3696.1,shortestpath_phase,mm_huntsville.png,49.0,nat_racine.png,nat_leesburg.png,1.0,nat_racine.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
4010.2,shortestpath_phase,nat_boulder.png,49.0,nat_newhope.png,mm_westpalmbeach.png,1.0,nat_newhope.png,One Edge Diff,Three Edge Four Edge,US,66f02f508e8473f0362ed99e,young
2493.8,shortestpath_phase,nat_racine.png,49.0,mm_huntsville.png,mm_westpalmbeach.png,1.0,mm_huntsville.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1816.4,shortestpath_phase,nat_boulder.png,50.0,mm_huntsville.png,mm_gatlinburg.png,1.0,mm_gatlinburg.png,Two Edge Diff,Two Edge Four Edge,US,66f02f508e8473f0362ed99e,young
4711.0,shortestpath_phase,mm_westpalmbeach.png,49.0,nat_peoria.png,mm_huntsville.png,0.0,mm_huntsville.png,One Edge Diff,Three Edge Four Edge,US,66f02f508e8473f0362ed99e,young
3427.7,shortestpath_phase,mm_carmel.png,50.0,mm_gatlinburg.png,mm_hotsprings.png,0.0,mm_gatlinburg.png,One Edge Diff,Two Edge Three Edge,US,66f02f508e8473f0362ed99e,young
3499.0,shortestpath_phase,mm_huntsville.png,50.0,nat_boulder.png,nat_hanover.png,0.0,nat_boulder.png,Two Edge Diff,Four Edge Six Edge,US,66f02f508e8473f0362ed99e,young
2708.9,shortestpath_phase,nat_leesburg.png,49.0,mm_gatlinburg.png,nat_shreveport.png,1.0,mm_gatlinburg.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
2520.0,shortestpath_phase,nat_hanover.png,50.0,mm_carmel.png,nat_boulder.png,1.0,nat_boulder.png,Two Edge Diff,Two Edge Four Edge,US,66f02f508e8473f0362ed99e,young
2327.2,shortestpath_phase,nat_cornwall.png,50.0,nat_hanover.png,mm_hotsprings.png,1.0,mm_hotsprings.png,One Edge Diff,Two Edge Three Edge,US,66f02f508e8473f0362ed99e,young
2478.1,shortestpath_phase,mm_huntsville.png,50.0,nat_boulder.png,mm_hotsprings.png,0.0,nat_boulder.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
2186.6,shortestpath_phase,mm_westpalmbeach.png,49.0,mm_hotsprings.png,nat_leesburg.png,1.0,mm_hotsprings.png,One Edge Diff,Five Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1684.5,shortestpath_phase,nat_hanover.png,49.0,mm_westpalmbeach.png,nat_racine.png,0.0,nat_racine.png,Four Edge Diff,Two Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1611.9,shortestpath_phase,mm_westpalmbeach.png,50.0,mm_hotsprings.png,nat_newhope.png,1.0,nat_newhope.png,Three Edge Diff,Two Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1316.2,shortestpath_phase,nat_leesburg.png,49.0,nat_shreveport.png,mm_hotsprings.png,0.0,mm_hotsprings.png,Three Edge Diff,Two Edge Five Edge,US,66f02f508e8473f0362ed99e,young
2096.5,shortestpath_phase,mm_westpalmbeach.png,50.0,nat_racine.png,nat_leesburg.png,0.0,nat_racine.png,One Edge Diff,Five Edge Six Edge,US,66f02f508e8473f0362ed99e,young
2394.5,shortestpath_phase,nat_hanover.png,50.0,nat_boulder.png,nat_newhope.png,0.0,nat_boulder.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
2642.1,shortestpath_phase,mm_westpalmbeach.png,49.0,mm_carmel.png,nat_racine.png,1.0,mm_carmel.png,Two Edge Diff,Three Edge Five Edge,US,66f02f508e8473f0362ed99e,young
2821.9,shortestpath_phase,nat_leesburg.png,49.0,mm_carmel.png,nat_boulder.png,0.0,nat_boulder.png,One Edge Diff,Two Edge Three Edge,US,66f02f508e8473f0362ed99e,young
2987.9,shortestpath_phase,mm_huntsville.png,50.0,mm_hotsprings.png,nat_shreveport.png,1.0,nat_shreveport.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
2185.4,shortestpath_phase,mm_westpalmbeach.png,50.0,nat_boulder.png,nat_hanover.png,0.0,nat_boulder.png,Two Edge Diff,Four Edge Six Edge,US,66f02f508e8473f0362ed99e,young
3651.2,shortestpath_phase,mm_gatlinburg.png,49.0,mm_hotsprings.png,nat_leesburg.png,1.0,mm_hotsprings.png,One Edge Diff,Three Edge Four Edge,US,66f02f508e8473f0362ed99e,young
2166.0,shortestpath_phase,mm_westpalmbeach.png,50.0,mm_hotsprings.png,nat_boulder.png,1.0,nat_boulder.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
3487.8,shortestpath_phase,nat_leesburg.png,50.0,nat_peoria.png,mm_huntsville.png,0.0,nat_peoria.png,Three Edge Diff,Two Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1697.1,shortestpath_phase,nat_boulder.png,49.0,nat_shreveport.png,mm_huntsville.png,1.0,nat_shreveport.png,One Edge Diff,Three Edge Four Edge,US,66f02f508e8473f0362ed99e,young
2514.2,shortestpath_phase,mm_westpalmbeach.png,50.0,nat_racine.png,nat_newhope.png,1.0,nat_newhope.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
2183.2,shortestpath_phase,nat_leesburg.png,49.0,nat_boulder.png,mm_huntsville.png,1.0,nat_boulder.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1841.9,shortestpath_phase,mm_hotsprings.png,50.0,mm_huntsville.png,nat_cornwall.png,1.0,nat_cornwall.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1714.2,shortestpath_phase,mm_westpalmbeach.png,49.0,mm_huntsville.png,nat_racine.png,1.0,mm_huntsville.png,Two Edge Diff,Three Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1559.1,shortestpath_phase,mm_hotsprings.png,50.0,mm_westpalmbeach.png,nat_shreveport.png,1.0,nat_shreveport.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1704.6,shortestpath_phase,mm_westpalmbeach.png,50.0,nat_hanover.png,nat_newhope.png,1.0,nat_newhope.png,Four Edge Diff,Two Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1652.2,shortestpath_phase,mm_huntsville.png,49.0,nat_hanover.png,mm_hotsprings.png,0.0,mm_hotsprings.png,One Edge Diff,Five Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1268.0,shortestpath_phase,nat_hanover.png,50.0,nat_newhope.png,mm_huntsville.png,0.0,nat_newhope.png,One Edge Diff,Five Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1428.6,shortestpath_phase,mm_westpalmbeach.png,49.0,mm_gatlinburg.png,nat_hanover.png,1.0,mm_gatlinburg.png,Four Edge Diff,Two Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1571.6,shortestpath_phase,nat_leesburg.png,50.0,mm_westpalmbeach.png,mm_huntsville.png,1.0,mm_huntsville.png,One Edge Diff,Five Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1534.5,shortestpath_phase,nat_shreveport.png,50.0,nat_leesburg.png,mm_carmel.png,1.0,mm_carmel.png,Three Edge Diff,Three Edge Six Edge,US,66f02f508e8473f0362ed99e,young
1379.4,shortestpath_phase,mm_westpalmbeach.png,50.0,nat_leesburg.png,mm_gatlinburg.png,1.0,mm_gatlinburg.png,Four Edge Diff,Two Edge Six Edge,US,66f02f508e8473f0362ed99e,young
2586.6,shortestpath_phase,nat_shreveport.png,49.0,nat_leesburg.png,nat_racine.png,0.0,nat_racine.png,One Edge Diff,Four Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1858.3,shortestpath_phase,mm_hotsprings.png,50.0,nat_shreveport.png,nat_cornwall.png,1.0,nat_cornwall.png,Two Edge Diff,Two Edge Four Edge,US,66f02f508e8473f0362ed99e,young
1497.6,shortestpath_phase,nat_newhope.png,50.0,nat_hanover.png,nat_racine.png,1.0,nat_racine.png,Two Edge Diff,Three Edge Five Edge,US,66f02f508e8473f0362ed99e,young
1980.4,shortestpath_phase,mm_huntsville.png,50.0,nat_peoria.png,mm_carmel.png,1.0,mm_carmel.png,One Edge Diff,Two Edge Three Edge,US,66f02f508e8473f0362ed99e,young
1792.5,shortestpath_phase,mm_hotsprings.png,49.0,mm_huntsville.png,nat_peoria.png,0.0,nat_peoria.png,Three Edge Diff,Two Edge Five Edge,US,66f02f508e8473f0362ed99e,young
2531.3,shortestpath_phase,nat_racine.png,49.0,mm_huntsville.png,mm_gatlinburg.png,0.0,mm_gatlinburg.png,One Edge Diff,Three Edge Four Edge,US,66f02f508e8473f0362ed99e,young
