rt,trial_type,stimulus,key_press,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,city_type,partid,age,stimulus_left,stimulus_right,condition,specific_pairs
2356.399999976158,shortestpath_phase,node13,50.0,1.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node5,node4,One Edge Diff,Five Edge Six Edge
1440.0,shortestpath_phase,node5,49.0,1.0,,,,node8,,,US,67eec1cf02e625e0d469f1ed,young,node8,node13,One Edge Diff,Five Edge Six Edge
1157.800000011921,shortestpath_phase,node4,50.0,1.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node10,node7,One Edge Diff,Four Edge Five Edge
2554.100000023842,shortestpath_phase,node10,50.0,0.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node12,One Edge Diff,Three Edge Four Edge
1139.199999988079,shortestpath_phase,node1,49.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node11,node13,Two Edge Diff,Three Edge Five Edge
1779.7000000476835,shortestpath_phase,node10,49.0,1.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node7,node2,Three Edge Diff,Two Edge Five Edge
1240.600000023842,shortestpath_phase,node8,50.0,0.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node4,Two Edge Diff,Two Edge Four Edge
1502.9000000357628,shortestpath_phase,node2,49.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node11,node10,Three Edge Diff,Three Edge Six Edge
1095.0,shortestpath_phase,node13,50.0,0.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node5,Two Edge Diff,Four Edge Six Edge
1446.5,shortestpath_phase,node5,49.0,0.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node7,node3,Two Edge Diff,Three Edge Five Edge
1090.399999976158,shortestpath_phase,node10,49.0,1.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node7,node1,Four Edge Diff,Two Edge Six Edge
1044.300000011921,shortestpath_phase,node5,50.0,0.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node10,Two Edge Diff,Four Edge Six Edge
1875.0,shortestpath_phase,node7,49.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node11,node5,Three Edge Diff,Two Edge Five Edge
1280.300000011921,shortestpath_phase,node2,49.0,1.0,,,,node5,,,US,67eec1cf02e625e0d469f1ed,young,node5,node10,Three Edge Diff,Two Edge Five Edge
3009.800000011921,shortestpath_phase,node1,49.0,0.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node10,node3,Four Edge Diff,Two Edge Six Edge
2882.5,shortestpath_phase,node5,50.0,0.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node13,Two Edge Diff,Four Edge Six Edge
2699.100000023842,shortestpath_phase,node10,49.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node9,node3,Two Edge Diff,Two Edge Four Edge
1836.100000023842,shortestpath_phase,node5,50.0,0.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node8,Two Edge Diff,Three Edge Five Edge
1472.300000011921,shortestpath_phase,node4,50.0,0.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node11,node13,Three Edge Diff,Two Edge Five Edge
1837.5999999642368,shortestpath_phase,node5,50.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node13,node9,Two Edge Diff,Four Edge Six Edge
1343.300000011921,shortestpath_phase,node4,49.0,1.0,,,,node1,,,US,67eec1cf02e625e0d469f1ed,young,node1,node8,Two Edge Diff,Two Edge Four Edge
1012.399999976158,shortestpath_phase,node5,49.0,1.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node7,node13,One Edge Diff,Five Edge Six Edge
1738.600000023842,shortestpath_phase,node8,50.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node5,node11,Three Edge Diff,Two Edge Five Edge
1628.199999988079,shortestpath_phase,node5,49.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node13,Four Edge Diff,Two Edge Six Edge
1094.300000011921,shortestpath_phase,node1,50.0,1.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node7,node4,Two Edge Diff,Two Edge Four Edge
3836.699999988079,shortestpath_phase,node10,50.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node3,node11,One Edge Diff,Three Edge Four Edge
1638.0999999642372,shortestpath_phase,node4,49.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node9,node7,One Edge Diff,Three Edge Four Edge
1315.2000000476835,shortestpath_phase,node13,49.0,1.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node5,Four Edge Diff,Two Edge Six Edge
2269.699999988079,shortestpath_phase,node2,50.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node13,node11,Two Edge Diff,Two Edge Four Edge
1887.300000011921,shortestpath_phase,node10,50.0,1.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node3,node6,One Edge Diff,Three Edge Four Edge
2196.199999988079,shortestpath_phase,node13,50.0,0.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node4,One Edge Diff,Four Edge Five Edge
2678.599999964237,shortestpath_phase,node1,49.0,1.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node13,Two Edge Diff,Three Edge Five Edge
1835.9000000357628,shortestpath_phase,node13,49.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node9,node5,Four Edge Diff,Two Edge Six Edge
2429.899999976158,shortestpath_phase,node11,50.0,1.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node10,node4,One Edge Diff,Two Edge Three Edge
4464.399999976158,shortestpath_phase,node12,49.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node13,Two Edge Diff,Two Edge Four Edge
2269.400000035763,shortestpath_phase,node13,50.0,1.0,,,,node8,,,US,67eec1cf02e625e0d469f1ed,young,node1,node8,Three Edge Diff,Three Edge Six Edge
1601.5,shortestpath_phase,node10,50.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node5,node3,Two Edge Diff,Four Edge Six Edge
1106.2999999523165,shortestpath_phase,node12,49.0,0.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node10,node7,One Edge Diff,Three Edge Four Edge
1364.0999999642372,shortestpath_phase,node10,50.0,0.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node4,node1,One Edge Diff,Five Edge Six Edge
1355.600000023842,shortestpath_phase,node7,49.0,0.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node1,node12,One Edge Diff,Three Edge Four Edge
1192.300000011921,shortestpath_phase,node8,50.0,1.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node5,node4,One Edge Diff,Four Edge Five Edge
984.600000023842,shortestpath_phase,node10,49.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node2,One Edge Diff,Four Edge Five Edge
2151.900000035763,shortestpath_phase,node13,50.0,0.0,,,,node2,,,US,67eec1cf02e625e0d469f1ed,young,node2,node1,One Edge Diff,Four Edge Five Edge
1298.300000011921,shortestpath_phase,node10,49.0,0.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node5,node4,One Edge Diff,Five Edge Six Edge
2149.199999988079,shortestpath_phase,node12,50.0,1.0,,,,node5,,,US,67eec1cf02e625e0d469f1ed,young,node8,node5,One Edge Diff,Two Edge Three Edge
1874.100000023842,shortestpath_phase,node10,50.0,0.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node1,Two Edge Diff,Four Edge Six Edge
1815.899999976158,shortestpath_phase,node7,50.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node12,node11,One Edge Diff,Two Edge Three Edge
618.3000000119209,shortestpath_phase,node10,49.0,0.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node4,node12,One Edge Diff,Four Edge Five Edge
1755.5,shortestpath_phase,node4,49.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node13,Three Edge Diff,Three Edge Six Edge
2972.0,shortestpath_phase,node12,49.0,1.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node7,node13,One Edge Diff,Three Edge Four Edge
1863.399999976158,shortestpath_phase,node9,50.0,0.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node4,One Edge Diff,Two Edge Three Edge
1269.699999988079,shortestpath_phase,node8,49.0,0.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node1,node4,One Edge Diff,Four Edge Five Edge
446.0,shortestpath_phase,node10,49.0,0.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node4,node7,Three Edge Diff,Three Edge Six Edge
688.0,shortestpath_phase,node8,50.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node1,node11,Three Edge Diff,Three Edge Six Edge
1477.0999999642372,shortestpath_phase,node5,49.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node7,Three Edge Diff,Three Edge Six Edge
1841.5999999642368,shortestpath_phase,node4,50.0,1.0,,,,node8,,,US,67eec1cf02e625e0d469f1ed,young,node13,node8,One Edge Diff,Four Edge Five Edge
1318.300000011921,shortestpath_phase,node10,50.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node1,node9,Four Edge Diff,Two Edge Six Edge
1757.800000011921,shortestpath_phase,node8,49.0,0.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node4,node12,One Edge Diff,Three Edge Four Edge
1855.7000000476835,shortestpath_phase,node7,49.0,1.0,,,,node10,,,US,67eec1cf02e625e0d469f1ed,young,node10,node5,Three Edge Diff,Three Edge Six Edge
2111.0,shortestpath_phase,node12,49.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node10,Two Edge Diff,Two Edge Four Edge
1944.899999976158,shortestpath_phase,node1,49.0,0.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node8,node7,One Edge Diff,Four Edge Five Edge
1544.5999999642372,shortestpath_phase,node12,50.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node13,node9,Two Edge Diff,Two Edge Four Edge
2690.699999988079,shortestpath_phase,node1,50.0,1.0,,,,node13,,,US,67eec1cf02e625e0d469f1ed,young,node10,node13,One Edge Diff,Five Edge Six Edge
1407.5999999642372,shortestpath_phase,node10,49.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node5,Two Edge Diff,Four Edge Six Edge
1557.800000011921,shortestpath_phase,node8,49.0,0.0,,,,node13,,,US,67eec1cf02e625e0d469f1ed,young,node5,node13,Three Edge Diff,Two Edge Five Edge
2248.0,shortestpath_phase,node12,50.0,1.0,,,,node2,,,US,67eec1cf02e625e0d469f1ed,young,node13,node2,Two Edge Diff,Two Edge Four Edge
4470.199999988079,shortestpath_phase,node13,49.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node4,Two Edge Diff,Three Edge Five Edge
2093.199999988079,shortestpath_phase,node2,49.0,0.0,,,,node5,,,US,67eec1cf02e625e0d469f1ed,young,node10,node5,Three Edge Diff,Three Edge Six Edge
1209.800000011921,shortestpath_phase,node3,50.0,0.0,,,,node1,,,US,67eec1cf02e625e0d469f1ed,young,node1,node13,One Edge Diff,Two Edge Three Edge
1510.5,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,67eec1cf02e625e0d469f1ed,young,node2,node7,Three Edge Diff,Two Edge Five Edge
2602.5,shortestpath_phase,node1,49.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node12,node7,One Edge Diff,Three Edge Four Edge
1233.399999976158,shortestpath_phase,node5,50.0,1.0,,,,node8,,,US,67eec1cf02e625e0d469f1ed,young,node10,node8,One Edge Diff,Five Edge Six Edge
781.0,shortestpath_phase,node10,49.0,0.0,,,,node2,,,US,67eec1cf02e625e0d469f1ed,young,node1,node2,One Edge Diff,Five Edge Six Edge
2094.0,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node8,node12,Three Edge Diff,Two Edge Five Edge
986.8000000119208,shortestpath_phase,node13,49.0,0.0,,,,node8,,,US,67eec1cf02e625e0d469f1ed,young,node5,node8,Four Edge Diff,Two Edge Six Edge
1991.0,shortestpath_phase,node1,50.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node8,node11,Two Edge Diff,Three Edge Five Edge
1495.300000011921,shortestpath_phase,node13,49.0,0.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node12,node3,One Edge Diff,Three Edge Four Edge
1735.699999988079,shortestpath_phase,node10,50.0,0.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node9,node5,Four Edge Diff,Two Edge Six Edge
2307.5,shortestpath_phase,node4,49.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node10,Three Edge Diff,Three Edge Six Edge
1106.5999999642372,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,67eec1cf02e625e0d469f1ed,young,node2,node13,Four Edge Diff,Two Edge Six Edge
891.6999999880791,shortestpath_phase,node10,50.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node1,node12,Two Edge Diff,Four Edge Six Edge
1806.0,shortestpath_phase,node1,50.0,0.0,,,,node4,,,US,67eec1cf02e625e0d469f1ed,young,node4,node10,Four Edge Diff,Two Edge Six Edge
1892.199999988079,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,67eec1cf02e625e0d469f1ed,young,node10,node12,Four Edge Diff,Two Edge Six Edge
1981.5,shortestpath_phase,node1,49.0,0.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node10,node7,Two Edge Diff,Four Edge Six Edge
1503.800000011921,shortestpath_phase,node5,49.0,0.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node8,node9,One Edge Diff,Four Edge Five Edge
2041.399999976158,shortestpath_phase,node4,50.0,1.0,,,,node1,,,US,67eec1cf02e625e0d469f1ed,young,node6,node1,One Edge Diff,Two Edge Three Edge
2070.600000023842,shortestpath_phase,node10,49.0,1.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node11,node2,Two Edge Diff,Three Edge Five Edge
1577.199999988079,shortestpath_phase,node4,50.0,0.0,,,,node6,,,US,67eec1cf02e625e0d469f1ed,young,node6,node8,One Edge Diff,Three Edge Four Edge
602.3999999761581,shortestpath_phase,node5,49.0,0.0,,,,node1,,,US,67eec1cf02e625e0d469f1ed,young,node7,node1,Two Edge Diff,Three Edge Five Edge
1163.300000011921,shortestpath_phase,node4,50.0,0.0,,,,node11,,,US,67eec1cf02e625e0d469f1ed,young,node11,node10,Three Edge Diff,Two Edge Five Edge
1748.800000011921,shortestpath_phase,node13,49.0,0.0,,,,node2,,,US,67eec1cf02e625e0d469f1ed,young,node5,node2,Two Edge Diff,Four Edge Six Edge
837.1999999880791,shortestpath_phase,node5,49.0,1.0,,,,node1,,,US,67eec1cf02e625e0d469f1ed,young,node1,node8,Two Edge Diff,Three Edge Five Edge
2590.900000035763,shortestpath_phase,node13,50.0,0.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node9,node2,Two Edge Diff,Two Edge Four Edge
1501.2000000476835,shortestpath_phase,node10,49.0,1.0,,,,node3,,,US,67eec1cf02e625e0d469f1ed,young,node3,node4,One Edge Diff,Four Edge Five Edge
2785.2999999523163,shortestpath_phase,node5,49.0,0.0,,,,node7,,,US,67eec1cf02e625e0d469f1ed,young,node10,node7,One Edge Diff,Five Edge Six Edge
1932.699999988079,shortestpath_phase,node10,49.0,1.0,,,,node9,,,US,67eec1cf02e625e0d469f1ed,young,node9,node2,Three Edge Diff,Three Edge Six Edge
,shortestpath_phase,node13,,0.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node8,node12,Two Edge Diff,Two Edge Four Edge
2791.7,shortestpath_phase,node4,50.0,0.0,,,,node1,,,US,66f02f508e8473f0362ed99e,young,node1,node13,Three Edge Diff,Three Edge Six Edge
3102.6,shortestpath_phase,node8,49.0,1.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node12,node2,One Edge Diff,Three Edge Four Edge
3696.1,shortestpath_phase,node1,49.0,1.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node7,node13,One Edge Diff,Four Edge Five Edge
4010.2,shortestpath_phase,node9,49.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node2,node5,One Edge Diff,Three Edge Four Edge
2493.8,shortestpath_phase,node7,49.0,1.0,,,,node1,,,US,66f02f508e8473f0362ed99e,young,node1,node5,One Edge Diff,Four Edge Five Edge
1816.4,shortestpath_phase,node9,50.0,1.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node1,node12,Two Edge Diff,Two Edge Four Edge
4711.0,shortestpath_phase,node5,49.0,0.0,,,,node1,,,US,66f02f508e8473f0362ed99e,young,node6,node1,One Edge Diff,Three Edge Four Edge
3427.7,shortestpath_phase,node3,50.0,0.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node12,node8,One Edge Diff,Two Edge Three Edge
3499.0,shortestpath_phase,node1,50.0,0.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node10,Two Edge Diff,Four Edge Six Edge
2708.9,shortestpath_phase,node13,49.0,1.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node12,node4,One Edge Diff,Four Edge Five Edge
2520.0,shortestpath_phase,node10,50.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node3,node9,Two Edge Diff,Two Edge Four Edge
2327.2,shortestpath_phase,node11,50.0,1.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node10,node8,One Edge Diff,Two Edge Three Edge
2478.1,shortestpath_phase,node1,50.0,0.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node8,One Edge Diff,Four Edge Five Edge
2186.6,shortestpath_phase,node5,49.0,1.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node8,node13,One Edge Diff,Five Edge Six Edge
1684.5,shortestpath_phase,node10,49.0,0.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node5,node7,Four Edge Diff,Two Edge Six Edge
1611.9,shortestpath_phase,node5,50.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node8,node2,Three Edge Diff,Two Edge Five Edge
1316.2,shortestpath_phase,node13,49.0,0.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node4,node8,Three Edge Diff,Two Edge Five Edge
2096.5,shortestpath_phase,node5,50.0,0.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node7,node13,One Edge Diff,Five Edge Six Edge
2394.5,shortestpath_phase,node10,50.0,0.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node2,Three Edge Diff,Three Edge Six Edge
2642.1,shortestpath_phase,node5,49.0,1.0,,,,node3,,,US,66f02f508e8473f0362ed99e,young,node3,node7,Two Edge Diff,Three Edge Five Edge
2821.9,shortestpath_phase,node13,49.0,0.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node3,node9,One Edge Diff,Two Edge Three Edge
2987.9,shortestpath_phase,node1,50.0,1.0,,,,node4,,,US,66f02f508e8473f0362ed99e,young,node8,node4,Three Edge Diff,Three Edge Six Edge
2185.4,shortestpath_phase,node5,50.0,0.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node10,Two Edge Diff,Four Edge Six Edge
3651.2,shortestpath_phase,node12,49.0,1.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node8,node13,One Edge Diff,Three Edge Four Edge
2166.0,shortestpath_phase,node5,50.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node8,node9,One Edge Diff,Four Edge Five Edge
3487.8,shortestpath_phase,node13,50.0,0.0,,,,node6,,,US,66f02f508e8473f0362ed99e,young,node6,node1,Three Edge Diff,Two Edge Five Edge
1697.1,shortestpath_phase,node9,49.0,1.0,,,,node4,,,US,66f02f508e8473f0362ed99e,young,node4,node1,One Edge Diff,Three Edge Four Edge
2514.2,shortestpath_phase,node5,50.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node7,node2,Three Edge Diff,Three Edge Six Edge
2183.2,shortestpath_phase,node13,49.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node1,Three Edge Diff,Three Edge Six Edge
1841.9,shortestpath_phase,node8,50.0,1.0,,,,node11,,,US,66f02f508e8473f0362ed99e,young,node1,node11,Three Edge Diff,Three Edge Six Edge
1714.2,shortestpath_phase,node5,49.0,1.0,,,,node1,,,US,66f02f508e8473f0362ed99e,young,node1,node7,Two Edge Diff,Three Edge Five Edge
1559.1,shortestpath_phase,node8,50.0,1.0,,,,node4,,,US,66f02f508e8473f0362ed99e,young,node5,node4,One Edge Diff,Four Edge Five Edge
1704.6,shortestpath_phase,node5,50.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node10,node2,Four Edge Diff,Two Edge Six Edge
1652.2,shortestpath_phase,node1,49.0,0.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node10,node8,One Edge Diff,Five Edge Six Edge
1268.0,shortestpath_phase,node10,50.0,0.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node2,node1,One Edge Diff,Five Edge Six Edge
1428.6,shortestpath_phase,node5,49.0,1.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node12,node10,Four Edge Diff,Two Edge Six Edge
1571.6,shortestpath_phase,node13,50.0,1.0,,,,node1,,,US,66f02f508e8473f0362ed99e,young,node5,node1,One Edge Diff,Five Edge Six Edge
1534.5,shortestpath_phase,node4,50.0,1.0,,,,node3,,,US,66f02f508e8473f0362ed99e,young,node13,node3,Three Edge Diff,Three Edge Six Edge
1379.4,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node13,node12,Four Edge Diff,Two Edge Six Edge
2586.6,shortestpath_phase,node4,49.0,0.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node13,node7,One Edge Diff,Four Edge Five Edge
1858.3,shortestpath_phase,node8,50.0,1.0,,,,node11,,,US,66f02f508e8473f0362ed99e,young,node4,node11,Two Edge Diff,Two Edge Four Edge
1497.6,shortestpath_phase,node2,50.0,1.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node10,node7,Two Edge Diff,Three Edge Five Edge
1980.4,shortestpath_phase,node1,50.0,1.0,,,,node3,,,US,66f02f508e8473f0362ed99e,young,node6,node3,One Edge Diff,Two Edge Three Edge
1792.5,shortestpath_phase,node8,49.0,0.0,,,,node6,,,US,66f02f508e8473f0362ed99e,young,node1,node6,Three Edge Diff,Two Edge Five Edge
2531.3,shortestpath_phase,node7,49.0,0.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node1,node12,One Edge Diff,Three Edge Four Edge
1361.0,shortestpath_phase,node8,49.0,1.0,,,,node13,,,US,66f02f508e8473f0362ed99e,young,node13,node5,Three Edge Diff,Two Edge Five Edge
1024.5,shortestpath_phase,node6,50.0,1.0,,,,node11,,,US,66f02f508e8473f0362ed99e,young,node12,node11,One Edge Diff,Two Edge Three Edge
1323.9,shortestpath_phase,node5,49.0,0.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node6,node12,Two Edge Diff,Two Edge Four Edge
894.5,shortestpath_phase,node13,50.0,0.0,,,,node6,,,US,66f02f508e8473f0362ed99e,young,node6,node5,Four Edge Diff,Two Edge Six Edge
1741.1,shortestpath_phase,node10,49.0,1.0,,,,node11,,,US,66f02f508e8473f0362ed99e,young,node11,node12,One Edge Diff,Three Edge Four Edge
1410.4,shortestpath_phase,node5,49.0,0.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node7,node12,Three Edge Diff,Three Edge Six Edge
932.7,shortestpath_phase,node10,50.0,0.0,,,,node4,,,US,66f02f508e8473f0362ed99e,young,node4,node1,One Edge Diff,Five Edge Six Edge
1237.9,shortestpath_phase,node13,50.0,1.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node5,node12,Two Edge Diff,Four Edge Six Edge
2511.9,shortestpath_phase,node3,50.0,0.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node7,node10,Two Edge Diff,Two Edge Four Edge
3120.0,shortestpath_phase,node13,49.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node5,Four Edge Diff,Two Edge Six Edge
1841.3,shortestpath_phase,node7,49.0,0.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node5,node12,Two Edge Diff,Three Edge Five Edge
1253.6,shortestpath_phase,node13,50.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node2,node9,Two Edge Diff,Two Edge Four Edge
3887.5,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node2,node6,Two Edge Diff,Two Edge Four Edge
2245.0,shortestpath_phase,node4,50.0,0.0,,,,node11,,,US,66f02f508e8473f0362ed99e,young,node11,node10,Three Edge Diff,Three Edge Six Edge
2979.3,shortestpath_phase,node10,49.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node2,node5,One Edge Diff,Five Edge Six Edge
1475.6,shortestpath_phase,node13,50.0,1.0,,,,node6,,,US,66f02f508e8473f0362ed99e,young,node4,node6,Three Edge Diff,Two Edge Five Edge
4740.9,shortestpath_phase,node11,49.0,1.0,,,,node2,,,US,66f02f508e8473f0362ed99e,young,node2,node13,One Edge Diff,Two Edge Three Edge
2859.9,shortestpath_phase,node10,50.0,0.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node1,Four Edge Diff,Two Edge Six Edge
2169.0,shortestpath_phase,node2,49.0,1.0,,,,node5,,,US,66f02f508e8473f0362ed99e,young,node5,node7,One Edge Diff,Two Edge Three Edge
1783.5,shortestpath_phase,node4,50.0,1.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node10,node7,One Edge Diff,Four Edge Five Edge
2029.9,shortestpath_phase,node12,50.0,0.0,,,,node5,,,US,66f02f508e8473f0362ed99e,young,node5,node10,Two Edge Diff,Two Edge Four Edge
1402.3,shortestpath_phase,node7,49.0,1.0,,,,node10,,,US,66f02f508e8473f0362ed99e,young,node10,node5,Three Edge Diff,Two Edge Five Edge
1093.8,shortestpath_phase,node2,50.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node8,node9,One Edge Diff,Three Edge Four Edge
2006.4,shortestpath_phase,node5,49.0,1.0,,,,node7,,,US,66f02f508e8473f0362ed99e,young,node7,node10,One Edge Diff,Five Edge Six Edge
2994.6,shortestpath_phase,node10,50.0,1.0,,,,node3,,,US,66f02f508e8473f0362ed99e,young,node5,node3,Two Edge Diff,Four Edge Six Edge
2948.7,shortestpath_phase,node4,49.0,1.0,,,,node9,,,US,66f02f508e8473f0362ed99e,young,node9,node10,Two Edge Diff,Three Edge Five Edge
1817.5,shortestpath_phase,node10,50.0,0.0,,,,node12,,,US,66f02f508e8473f0362ed99e,young,node12,node2,One Edge Diff,Four Edge Five Edge
2885.0,shortestpath_phase,node1,49.0,1.0,,,,node4,,,US,66f02f508e8473f0362ed99e,young,node4,node10,Four Edge Diff,Two Edge Six Edge
1336.6,shortestpath_phase,node13,50.0,1.0,,,,node8,,,US,66f02f508e8473f0362ed99e,young,node5,node8,Four Edge Diff,Two Edge Six Edge
