rt,trial_type,stimulus,key_press,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,city_type,partid,age,stimulus_left,stimulus_right,condition,specific_pairs
1372.2,shortestpath_phase,node12,50.0,1.0,,,,node9,,,US,67e1ab7aba45c5e515df8a71,young,node10,node9,Two Edge Diff,Two Edge Four Edge
1747.6,shortestpath_phase,node5,50.0,0.0,,,,node1,,,US,67e1ab7aba45c5e515df8a71,young,node1,node9,One Edge Diff,Three Edge Four Edge
865.1999999,shortestpath_phase,node7,49.0,1.0,,,,node4,,,US,67e1ab7aba45c5e515df8a71,young,node4,node5,One Edge Diff,Four Edge Five Edge
1219.3,shortestpath_phase,node10,50.0,0.0,,,,node13,,,US,67e1ab7aba45c5e515df8a71,young,node13,node4,Two Edge Diff,Three Edge Five Edge
1539.2,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,67e1ab7aba45c5e515df8a71,young,node13,node12,Four Edge Diff,Two Edge Six Edge
1144.5,shortestpath_phase,node10,50.0,1.0,,,,node9,,,US,67e1ab7aba45c5e515df8a71,young,node2,node9,Three Edge Diff,Three Edge Six Edge
940.4000001,shortestpath_phase,node1,49.0,0.0,,,,node4,,,US,67e1ab7aba45c5e515df8a71,young,node9,node4,Two Edge Diff,Two Edge Four Edge
1398.0,shortestpath_phase,node10,50.0,1.0,,,,node3,,,US,67e1ab7aba45c5e515df8a71,young,node1,node3,Two Edge Diff,Four Edge Six Edge
1021.3,shortestpath_phase,node5,50.0,0.0,,,,node12,,,US,67e1ab7aba45c5e515df8a71,young,node12,node6,Two Edge Diff,Two Edge Four Edge
1188.5,shortestpath_phase,node10,50.0,0.0,,,,node6,,,US,67e1ab7aba45c5e515df8a71,young,node6,node4,Two Edge Diff,Three Edge Five Edge
742.6,shortestpath_phase,node5,49.0,0.0,,,,node8,,,US,67e1ab7aba45c5e515df8a71,young,node13,node8,One Edge Diff,Five Edge Six Edge
603.5,shortestpath_phase,node10,50.0,1.0,,,,node7,,,US,67e1ab7aba45c5e515df8a71,young,node11,node7,One Edge Diff,Two Edge Three Edge
393.7,shortestpath_phase,node6,50.0,1.0,,,,node8,,,US,67e1ab7aba45c5e515df8a71,young,node5,node8,Two Edge Diff,Two Edge Four Edge
365.8,shortestpath_phase,node10,49.0,0.0,,,,node9,,,US,67e1ab7aba45c5e515df8a71,young,node2,node9,Three Edge Diff,Two Edge Five Edge
1331.3,shortestpath_phase,node8,49.0,0.0,,,,node12,,,US,67e1ab7aba45c5e515df8a71,young,node5,node12,Two Edge Diff,Three Edge Five Edge
1288.7,shortestpath_phase,node13,50.0,1.0,,,,node2,,,US,67e1ab7aba45c5e515df8a71,young,node5,node2,Two Edge Diff,Four Edge Six Edge
3236.0,shortestpath_phase,,49.0,1.0,,,,,,,US,67e1ab7aba45c5e515df8a71,young,,,Two Edge Diff,Three Edge Five Edge
,shortestpath_phase,node5,,0.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node13,node9,Two Edge Diff,Four Edge Six Edge
3836.5,shortestpath_phase,node13,50.0,0.0,,,,node4,,,US,628f7e982aad1788d940317a,old,node4,node5,One Edge Diff,Five Edge Six Edge
3558.4,shortestpath_phase,node12,50.0,0.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node10,Two Edge Diff,Two Edge Four Edge
2541.1,shortestpath_phase,node8,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node1,node3,Two Edge Diff,Three Edge Five Edge
2785.6,shortestpath_phase,node1,50.0,0.0,,,,node4,,,US,628f7e982aad1788d940317a,old,node4,node10,Four Edge Diff,Two Edge Six Edge
3804.6,shortestpath_phase,node10,50.0,0.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node7,node1,Four Edge Diff,Two Edge Six Edge
2607.0,shortestpath_phase,node5,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node13,node6,Two Edge Diff,Four Edge Six Edge
2324.2,shortestpath_phase,node1,49.0,1.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node7,node10,Two Edge Diff,Four Edge Six Edge
2670.7,shortestpath_phase,node5,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node7,node6,One Edge Diff,Four Edge Five Edge
2905.5,shortestpath_phase,node10,49.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node1,One Edge Diff,Five Edge Six Edge
3042.0,shortestpath_phase,node4,49.0,0.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node7,node9,One Edge Diff,Three Edge Four Edge
2692.6,shortestpath_phase,node2,50.0,1.0,,,,node5,,,US,628f7e982aad1788d940317a,old,node10,node5,Three Edge Diff,Two Edge Five Edge
2065.6,shortestpath_phase,node10,50.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node4,node9,Three Edge Diff,Two Edge Five Edge
2354.0,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node13,node12,Four Edge Diff,Two Edge Six Edge
2077.4,shortestpath_phase,node1,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node8,node3,Three Edge Diff,Two Edge Five Edge
2458.7,shortestpath_phase,node5,49.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node11,One Edge Diff,Two Edge Three Edge
2726.8,shortestpath_phase,node10,49.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node1,Four Edge Diff,Two Edge Six Edge
1835.5,shortestpath_phase,node5,50.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node13,node2,Four Edge Diff,Two Edge Six Edge
2365.1,shortestpath_phase,node1,50.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node12,node3,One Edge Diff,Two Edge Three Edge
1944.2,shortestpath_phase,node10,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node1,node12,Two Edge Diff,Four Edge Six Edge
2679.5,shortestpath_phase,node5,50.0,0.0,,,,node1,,,US,628f7e982aad1788d940317a,old,node1,node7,Two Edge Diff,Three Edge Five Edge
1835.9,shortestpath_phase,node10,50.0,1.0,,,,node4,,,US,628f7e982aad1788d940317a,old,node1,node4,One Edge Diff,Five Edge Six Edge
1718.7,shortestpath_phase,node1,50.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node10,node9,Two Edge Diff,Four Edge Six Edge
1877.7,shortestpath_phase,node2,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node8,node12,Two Edge Diff,Two Edge Four Edge
1836.3,shortestpath_phase,node4,49.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node6,node13,Two Edge Diff,Three Edge Five Edge
2246.1,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node10,Four Edge Diff,Two Edge Six Edge
2060.2,shortestpath_phase,node4,50.0,0.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node11,node10,Three Edge Diff,Three Edge Six Edge
2201.7,shortestpath_phase,node13,50.0,0.0,,,,node8,,,US,628f7e982aad1788d940317a,old,node8,node2,Two Edge Diff,Two Edge Four Edge
2408.3,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node10,node12,Four Edge Diff,Two Edge Six Edge
2073.5,shortestpath_phase,node10,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node5,Two Edge Diff,Four Edge Six Edge
2245.2,shortestpath_phase,node13,49.0,1.0,,,,node8,,,US,628f7e982aad1788d940317a,old,node8,node5,Four Edge Diff,Two Edge Six Edge
2503.6,shortestpath_phase,node4,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node13,Three Edge Diff,Two Edge Five Edge
2627.3,shortestpath_phase,node1,50.0,0.0,,,,node5,,,US,628f7e982aad1788d940317a,old,node5,node7,One Edge Diff,Three Edge Four Edge
2904.8,shortestpath_phase,node12,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node10,Two Edge Diff,Two Edge Four Edge
2788.2,shortestpath_phase,node5,49.0,1.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node7,node13,One Edge Diff,Five Edge Six Edge
2372.7,shortestpath_phase,node1,50.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node8,node9,One Edge Diff,Four Edge Five Edge
2510.9,shortestpath_phase,node5,49.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node6,node10,Two Edge Diff,Four Edge Six Edge
2893.7,shortestpath_phase,node4,49.0,0.0,,,,node1,,,US,628f7e982aad1788d940317a,old,node10,node1,Three Edge Diff,Two Edge Five Edge
2044.7,shortestpath_phase,node9,50.0,0.0,,,,node10,,,US,628f7e982aad1788d940317a,old,node10,node1,Two Edge Diff,Two Edge Four Edge
3967.5,shortestpath_phase,node1,49.0,1.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node7,node8,One Edge Diff,Four Edge Five Edge
2049.8,shortestpath_phase,node8,49.0,0.0,,,,node13,,,US,628f7e982aad1788d940317a,old,node5,node13,Three Edge Diff,Three Edge Six Edge
2972.8,shortestpath_phase,node10,49.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node5,One Edge Diff,Five Edge Six Edge
2897.1,shortestpath_phase,node13,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node12,node3,One Edge Diff,Three Edge Four Edge
2021.9,shortestpath_phase,node12,50.0,0.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node8,One Edge Diff,Two Edge Three Edge
3153.1,shortestpath_phase,node13,49.0,0.0,,,,node1,,,US,628f7e982aad1788d940317a,old,node5,node1,One Edge Diff,Five Edge Six Edge
2671.8,shortestpath_phase,node8,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node5,node12,Two Edge Diff,Three Edge Five Edge
2148.8,shortestpath_phase,node13,50.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node5,node2,Two Edge Diff,Four Edge Six Edge
2140.8,shortestpath_phase,node1,50.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node10,Four Edge Diff,Two Edge Six Edge
1977.4,shortestpath_phase,node2,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node10,node12,Three Edge Diff,Three Edge Six Edge
2448.7,shortestpath_phase,node8,50.0,0.0,,,,node4,,,US,628f7e982aad1788d940317a,old,node4,node1,One Edge Diff,Four Edge Five Edge
2800.4,shortestpath_phase,node10,50.0,0.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node5,Four Edge Diff,Two Edge Six Edge
2158.1,shortestpath_phase,node4,49.0,0.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node13,node7,One Edge Diff,Four Edge Five Edge
2178.6,shortestpath_phase,node10,49.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node5,Two Edge Diff,Four Edge Six Edge
2419.7,shortestpath_phase,node13,50.0,0.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node1,Three Edge Diff,Three Edge Six Edge
1812.9,shortestpath_phase,node10,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node1,node3,Two Edge Diff,Four Edge Six Edge
1789.3,shortestpath_phase,node2,49.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node6,node13,Two Edge Diff,Two Edge Four Edge
2351.5,shortestpath_phase,node10,49.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node13,One Edge Diff,Two Edge Three Edge
2320.6,shortestpath_phase,node3,50.0,0.0,,,,node1,,,US,628f7e982aad1788d940317a,old,node1,node13,One Edge Diff,Two Edge Three Edge
1869.6,shortestpath_phase,node13,50.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node3,node9,One Edge Diff,Two Edge Three Edge
2130.5,shortestpath_phase,node8,50.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node2,One Edge Diff,Three Edge Four Edge
1602.1,shortestpath_phase,node13,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node4,node3,Two Edge Diff,Three Edge Five Edge
2050.7,shortestpath_phase,node5,50.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node7,Three Edge Diff,Three Edge Six Edge
2157.6,shortestpath_phase,node10,49.0,1.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node11,node4,Two Edge Diff,Three Edge Five Edge
1528.7,shortestpath_phase,node7,50.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node1,node3,Two Edge Diff,Two Edge Four Edge
1680.3,shortestpath_phase,node4,49.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node13,Two Edge Diff,Three Edge Five Edge
1730.0,shortestpath_phase,node8,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node4,node6,Two Edge Diff,Two Edge Four Edge
2104.1,shortestpath_phase,node13,49.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node4,Three Edge Diff,Three Edge Six Edge
1866.0,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node7,Three Edge Diff,Three Edge Six Edge
1972.3,shortestpath_phase,node3,50.0,0.0,,,,node13,,,US,628f7e982aad1788d940317a,old,node13,node10,One Edge Diff,Three Edge Four Edge
2251.7,shortestpath_phase,node10,50.0,1.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node5,node7,Four Edge Diff,Two Edge Six Edge
1903.0,shortestpath_phase,node5,50.0,1.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node8,node11,Two Edge Diff,Three Edge Five Edge
1541.8,shortestpath_phase,node10,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node2,node3,One Edge Diff,Four Edge Five Edge
1950.0,shortestpath_phase,node5,50.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node10,node9,Two Edge Diff,Four Edge Six Edge
1724.2,shortestpath_phase,node8,49.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node2,node3,One Edge Diff,Three Edge Four Edge
1899.2,shortestpath_phase,node4,49.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node8,One Edge Diff,Three Edge Four Edge
1887.7,shortestpath_phase,node2,49.0,1.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node7,node10,Two Edge Diff,Three Edge Five Edge
1757.0,shortestpath_phase,node12,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node10,node6,One Edge Diff,Three Edge Four Edge
2101.2,shortestpath_phase,node8,49.0,0.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node1,node11,Three Edge Diff,Three Edge Six Edge
1689.8,shortestpath_phase,node13,50.0,0.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node6,node5,Four Edge Diff,Two Edge Six Edge
2337.4,shortestpath_phase,node5,50.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node9,Two Edge Diff,Two Edge Four Edge
1811.6,shortestpath_phase,node1,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node9,node6,One Edge Diff,Three Edge Four Edge
1889.9,shortestpath_phase,node7,49.0,1.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node11,node5,Three Edge Diff,Two Edge Five Edge
2263.8,shortestpath_phase,node12,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node7,One Edge Diff,Two Edge Three Edge
2503.0,shortestpath_phase,node7,49.0,1.0,,,,node4,,,US,628f7e982aad1788d940317a,old,node4,node5,One Edge Diff,Four Edge Five Edge
1888.6,shortestpath_phase,node8,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node1,node6,Three Edge Diff,Three Edge Six Edge
2139.9,shortestpath_phase,node1,50.0,0.0,,,,node13,,,US,628f7e982aad1788d940317a,old,node13,node10,One Edge Diff,Five Edge Six Edge
1877.8,shortestpath_phase,node12,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node13,Two Edge Diff,Two Edge Four Edge
1597.1,shortestpath_phase,node1,49.0,1.0,,,,node8,,,US,628f7e982aad1788d940317a,old,node8,node10,One Edge Diff,Five Edge Six Edge
1766.5,shortestpath_phase,node13,49.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node5,Two Edge Diff,Four Edge Six Edge
1805.8,shortestpath_phase,node1,50.0,0.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node11,node8,Two Edge Diff,Three Edge Five Edge
2278.9,shortestpath_phase,node5,50.0,0.0,,,,node7,,,US,628f7e982aad1788d940317a,old,node7,node10,One Edge Diff,Five Edge Six Edge
1550.3,shortestpath_phase,node1,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node8,node12,Two Edge Diff,Three Edge Five Edge
1947.0,shortestpath_phase,node6,49.0,1.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node11,node4,One Edge Diff,Two Edge Three Edge
1962.4,shortestpath_phase,node4,49.0,1.0,,,,node1,,,US,628f7e982aad1788d940317a,old,node1,node13,Three Edge Diff,Two Edge Five Edge
2062.7,shortestpath_phase,node8,50.0,0.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node1,One Edge Diff,Four Edge Five Edge
1709.2,shortestpath_phase,node13,50.0,0.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node9,node5,Four Edge Diff,Two Edge Six Edge
1662.0,shortestpath_phase,node5,49.0,0.0,,,,node8,,,US,628f7e982aad1788d940317a,old,node10,node8,One Edge Diff,Five Edge Six Edge
2004.9,shortestpath_phase,node3,50.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node8,node12,One Edge Diff,Two Edge Three Edge
2478.0,shortestpath_phase,node8,50.0,0.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node5,One Edge Diff,Four Edge Five Edge
1721.5,shortestpath_phase,node5,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node7,node12,Three Edge Diff,Two Edge Five Edge
2200.9,shortestpath_phase,node7,50.0,1.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node5,node11,Three Edge Diff,Three Edge Six Edge
1648.0,shortestpath_phase,node5,49.0,1.0,,,,node8,,,US,628f7e982aad1788d940317a,old,node8,node13,One Edge Diff,Five Edge Six Edge
2184.0,shortestpath_phase,node1,50.0,0.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node8,Three Edge Diff,Three Edge Six Edge
2451.4,shortestpath_phase,node12,49.0,1.0,,,,node5,,,US,628f7e982aad1788d940317a,old,node5,node1,One Edge Diff,Two Edge Three Edge
2361.7,shortestpath_phase,node4,50.0,0.0,,,,node8,,,US,628f7e982aad1788d940317a,old,node8,node10,One Edge Diff,Four Edge Five Edge
1893.2,shortestpath_phase,node13,50.0,1.0,,,,node10,,,US,628f7e982aad1788d940317a,old,node12,node10,One Edge Diff,Three Edge Four Edge
1512.4,shortestpath_phase,node3,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node10,node12,Two Edge Diff,Two Edge Four Edge
1646.3,shortestpath_phase,node2,50.0,1.0,,,,node9,,,US,628f7e982aad1788d940317a,old,node13,node9,One Edge Diff,Three Edge Four Edge
2163.3,shortestpath_phase,node8,49.0,1.0,,,,node11,,,US,628f7e982aad1788d940317a,old,node11,node5,Three Edge Diff,Two Edge Five Edge
1654.3,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node2,node8,Three Edge Diff,Two Edge Five Edge
1925.6,shortestpath_phase,node7,50.0,1.0,,,,node10,,,US,628f7e982aad1788d940317a,old,node5,node10,Three Edge Diff,Three Edge Six Edge
1879.0,shortestpath_phase,node5,49.0,0.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node1,node12,One Edge Diff,Two Edge Three Edge
1805.8,shortestpath_phase,node13,50.0,1.0,,,,node2,,,US,628f7e982aad1788d940317a,old,node4,node2,One Edge Diff,Four Edge Five Edge
2075.4,shortestpath_phase,node7,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node5,Three Edge Diff,Two Edge Five Edge
2139.4,shortestpath_phase,node13,49.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node12,node1,One Edge Diff,Four Edge Five Edge
1908.0,shortestpath_phase,node9,49.0,1.0,,,,node3,,,US,628f7e982aad1788d940317a,old,node3,node2,One Edge Diff,Two Edge Three Edge
2465.5,shortestpath_phase,node5,50.0,1.0,,,,node12,,,US,628f7e982aad1788d940317a,old,node6,node12,Two Edge Diff,Two Edge Four Edge
2216.6,shortestpath_phase,node8,50.0,1.0,,,,node6,,,US,628f7e982aad1788d940317a,old,node5,node6,Three Edge Diff,Two Edge Five Edge
1987.8,shortestpath_phase,node10,49.0,1.0,,,,node13,,,US,628f7e982aad1788d940317a,old,node13,node2,Two Edge Diff,Three Edge Five Edge
2180.4,shortestpath_phase,,49.0,1.0,,,,,,,US,628f7e982aad1788d940317a,old,,,One Edge Diff,Three Edge Four Edge
4668.2,shortestpath_phase,,49.0,1.0,,,,,,,US,628f7e982aad1788d940317a,old,,,One Edge Diff,Five Edge Six Edge
1731.0,shortestpath_phase,node4,50.0,1.0,,,,node1,,,US,5cba50bf114fa5001aac5570,old,node10,node1,Three Edge Diff,Three Edge Six Edge
1435.0,shortestpath_phase,node6,50.0,1.0,,,,node13,,,US,5cba50bf114fa5001aac5570,old,node10,node13,One Edge Diff,Two Edge Three Edge
1172.9,shortestpath_phase,node10,49.0,0.0,,,,node7,,,US,5cba50bf114fa5001aac5570,old,node4,node7,Three Edge Diff,Three Edge Six Edge
1222.6,shortestpath_phase,node9,50.0,0.0,,,,node13,,,US,5cba50bf114fa5001aac5570,old,node13,node1,Two Edge Diff,Two Edge Four Edge
968.5,shortestpath_phase,node8,49.0,0.0,,,,node6,,,US,5cba50bf114fa5001aac5570,old,node5,node6,Three Edge Diff,Two Edge Five Edge
1031.7,shortestpath_phase,node13,50.0,1.0,,,,node9,,,US,5cba50bf114fa5001aac5570,old,node5,node9,Four Edge Diff,Two Edge Six Edge
1094.1,shortestpath_phase,node8,50.0,1.0,,,,node4,,,US,5cba50bf114fa5001aac5570,old,node1,node4,One Edge Diff,Four Edge Five Edge
1158.9,shortestpath_phase,node13,50.0,1.0,,,,node12,,,US,5cba50bf114fa5001aac5570,old,node5,node12,Two Edge Diff,Four Edge Six Edge
853.4,shortestpath_phase,node5,49.0,0.0,,,,node9,,,US,5cba50bf114fa5001aac5570,old,node13,node9,Two Edge Diff,Four Edge Six Edge
890.6,shortestpath_phase,node13,50.0,0.0,,,,node8,,,US,5cba50bf114fa5001aac5570,old,node8,node5,Four Edge Diff,Two Edge Six Edge
1108.5,shortestpath_phase,node5,49.0,1.0,,,,node2,,,US,5cba50bf114fa5001aac5570,old,node2,node10,Four Edge Diff,Two Edge Six Edge
946.5,shortestpath_phase,node9,50.0,1.0,,,,node13,,,US,5cba50bf114fa5001aac5570,old,node5,node13,Two Edge Diff,Two Edge Four Edge
1016.6,shortestpath_phase,node10,50.0,0.0,,,,node4,,,US,5cba50bf114fa5001aac5570,old,node4,node1,One Edge Diff,Five Edge Six Edge
1003.2,shortestpath_phase,node1,50.0,1.0,,,,node7,,,US,5cba50bf114fa5001aac5570,old,node10,node7,Two Edge Diff,Four Edge Six Edge
1060.5,shortestpath_phase,node10,50.0,0.0,,,,node6,,,US,5cba50bf114fa5001aac5570,old,node6,node2,Two Edge Diff,Three Edge Five Edge
1043.6,shortestpath_phase,node5,49.0,1.0,,,,node8,,,US,5cba50bf114fa5001aac5570,old,node8,node10,One Edge Diff,Five Edge Six Edge
1159.0,shortestpath_phase,node1,50.0,1.0,,,,node3,,,US,5cba50bf114fa5001aac5570,old,node8,node3,Three Edge Diff,Three Edge Six Edge
1008.2,shortestpath_phase,node13,50.0,1.0,,,,node2,,,US,5cba50bf114fa5001aac5570,old,node1,node2,One Edge Diff,Four Edge Five Edge
998.9,shortestpath_phase,node7,49.0,0.0,,,,node3,,,US,5cba50bf114fa5001aac5570,old,node12,node3,One Edge Diff,Two Edge Three Edge
1231.9,shortestpath_phase,node13,50.0,1.0,,,,node2,,,US,5cba50bf114fa5001aac5570,old,node5,node2,Two Edge Diff,Four Edge Six Edge
1080.4,shortestpath_phase,node5,49.0,1.0,,,,node8,,,US,5cba50bf114fa5001aac5570,old,node8,node13,One Edge Diff,Five Edge Six Edge
1253.2,shortestpath_phase,node4,50.0,1.0,,,,node9,,,US,5cba50bf114fa5001aac5570,old,node13,node9,Two Edge Diff,Three Edge Five Edge
1091.0,shortestpath_phase,node5,49.0,0.0,,,,node1,,,US,5cba50bf114fa5001aac5570,old,node7,node1,Two Edge Diff,Three Edge Five Edge
1194.9,shortestpath_phase,node13,49.0,0.0,,,,node8,,,US,5cba50bf114fa5001aac5570,old,node12,node8,Two Edge Diff,Two Edge Four Edge
1327.6,shortestpath_phase,node5,49.0,0.0,,,,node12,,,US,5cba50bf114fa5001aac5570,old,node7,node12,Three Edge Diff,Three Edge Six Edge
1136.6,shortestpath_phase,node13,50.0,1.0,,,,node6,,,US,5cba50bf114fa5001aac5570,old,node5,node6,Four Edge Diff,Two Edge Six Edge
994.3,shortestpath_phase,node5,49.0,1.0,,,,node7,,,US,5cba50bf114fa5001aac5570,old,node7,node10,One Edge Diff,Five Edge Six Edge
1738.5,shortestpath_phase,node13,50.0,0.0,,,,node9,,,US,5cba50bf114fa5001aac5570,old,node9,node4,Three Edge Diff,Three Edge Six Edge
1104.8,shortestpath_phase,node10,50.0,0.0,,,,node12,,,US,5cba50bf114fa5001aac5570,old,node12,node4,One Edge Diff,Four Edge Five Edge
1735.5,shortestpath_phase,node13,49.0,0.0,,,,node3,,,US,5cba50bf114fa5001aac5570,old,node12,node3,One Edge Diff,Three Edge Four Edge
1142.5,shortestpath_phase,node1,50.0,0.0,,,,node11,,,US,5cba50bf114fa5001aac5570,old,node11,node8,Two Edge Diff,Three Edge Five Edge
1042.1,shortestpath_phase,node12,49.0,1.0,,,,node2,,,US,5cba50bf114fa5001aac5570,old,node2,node10,Two Edge Diff,Two Edge Four Edge
1245.0,shortestpath_phase,node9,50.0,1.0,,,,node4,,,US,5cba50bf114fa5001aac5570,old,node5,node4,One Edge Diff,Three Edge Four Edge
1107.9,shortestpath_phase,node13,50.0,1.0,,,,node8,,,US,5cba50bf114fa5001aac5570,old,node4,node8,Three Edge Diff,Two Edge Five Edge
1214.8,shortestpath_phase,node2,50.0,1.0,,,,node9,,,US,5cba50bf114fa5001aac5570,old,node10,node9,Two Edge Diff,Three Edge Five Edge
1122.8,shortestpath_phase,node5,49.0,0.0,,,,node12,,,US,5cba50bf114fa5001aac5570,old,node13,node12,Four Edge Diff,Two Edge Six Edge
1252.9,shortestpath_phase,node10,49.0,0.0,,,,node4,,,US,5cba50bf114fa5001aac5570,old,node5,node4,One Edge Diff,Five Edge Six Edge
1106.6,shortestpath_phase,node5,49.0,0.0,,,,node6,,,US,5cba50bf114fa5001aac5570,old,node13,node6,Two Edge Diff,Four Edge Six Edge
1347.1,shortestpath_phase,node4,49.0,1.0,,,,node1,,,US,5cba50bf114fa5001aac5570,old,node1,node13,Three Edge Diff,Two Edge Five Edge
1436.8,shortestpath_phase,node11,49.0,1.0,,,,node6,,,US,5cba50bf114fa5001aac5570,old,node6,node5,One Edge Diff,Two Edge Three Edge
1057.3,shortestpath_phase,node4,50.0,1.0,,,,node3,,,US,5cba50bf114fa5001aac5570,old,node10,node3,Three Edge Diff,Three Edge Six Edge
