rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments,,
108809.1,{worker_id:5fadeb340e10471fdeb5fbf5},id_enter,108811,intro,Hanover; New Hope; Boulder; Carmel; Leesburg; Shreveport; Peoria; West Palm Beach; Huntsville; Racine; Gatlinburg; Cornwall; Hot Springs,US_Cities_List/mm_hanover.png; US_Cities_List/nat_newhope.png; US_Cities_List/mm_boulder.png; US_Cities_List/mm_carmel.png; US_Cities_List/mm_leesburg.png; US_Cities_List/mm_shreveport.png; US_Cities_List/nat_peoria.png; US_Cities_List/mm_westpalmbeach.png; US_Cities_List/nat_huntsville.png; US_Cities_List/nat_racine.png; US_Cities_List/mm_gatlinburg.png; US_Cities_List/mm_cornwall.png; US_Cities_List/mm_hotsprings.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77176.9,,fullscreen,185993,make_fullscreen,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116.4,,intro_1,191112,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37365.9,,intro_2,228480,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141.3,,intro_3,233624,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940.6,,intro_4,237567,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749.2,,intro_5,245318,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23140.4,,intro_6,268461,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,269219,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474.8,,prac_atten_color,269868,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
