rt,responses,trial_type,time_elapsed,image_type,sequence,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,cumulative_accuracy,accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
26346.40000000596,{worker_id:63782709326973c77adc3db8},id_enter,26348,fictional,interleaved,flights,Hollendale; Riverlyn; New Verdan; Sunmere; North Arroya; Orchard Bend; Cedarwyn; Delaro Park; Granton Ridge; Baymarsh; Claywater; Juniper Creek; Hawthorne Bluffs,US_Cities_List/carmel.png; US_Cities_List/westpalmbeach.png; US_Cities_List/racine.png; US_Cities_List/hotsprings.png; US_Cities_List/newhope.png; US_Cities_List/peoria.png; US_Cities_List/huntsville.png; US_Cities_List/cornwall.png; US_Cities_List/hanover.png; US_Cities_List/leesburg.png; US_Cities_List/boulder.png; US_Cities_List/gatlinburg.png; US_Cities_List/shreveport.png,,,,,,,,,,,,,,,,,,,,,,,
77873.5,,fullscreen,104225,,,make_fullscreen,,,0,,,,,,,,,,,,,,,,,,,,,,
9327,,intro_1,113553,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
69245.19999998808,,intro_2,182799,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
12849,,intro_3,195649,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
35144.70000001788,,intro_4,230795,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
11202.200000017881,,intro_5,241998,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
23468.5,,intro_6,265467,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
10346.299999982119,,intro_7,275815,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,278816,,,lean_prac_1,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,279819,,,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,
7028.800000011921,,intro_1,286849,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
16877.5,,intro_2,303727,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,306730,,,lean_prac_2,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,307731,,,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,
19915.09999999404,,intro_1,327647,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
4906.9000000059605,,intro_2,332555,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
162139.09999999404,,intro_3,494695,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,495295,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,496099,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,498101,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
9022.700000017881,,attentioncheck_help,507125,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,507725,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,508353,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
137.60000002384186,,prac_atten_color_black,510354,,,black_plus_sign,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,511131,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
516.1999999880791,,prac_atten_color,512223,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,514224,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,514535,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
796.8000000119209,,prac_atten_color,515458,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,517459,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,517941,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
584.1999999880791,,prac_atten_color,518927,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,520929,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,521347,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,521755,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
33.400000005960464,,prac_atten_color_black,523755,,,black_plus_sign,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,524750,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
592.1000000238419,,prac_atten_color,525593,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,527597,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,528156,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,528595,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
178.59999999403954,,prac_atten_color_black,530596,,,black_plus_sign,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,531565,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
576.8000000119209,,prac_atten_color,532347,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,534349,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,534970,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
760.7999999821186,,prac_atten_color,535834,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,537835,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
8095.600000023842,,attentioncheck_feedback,545932,,,cross_check_feedback,,,0,,,,,,,,,,,,,,,,,,,,,,
7923.100000023842,,last_instruct,553856,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),556860,,,black_plus_sign,,,,,null,US_Cities_List/carmel.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),557664,,,yellow,,,,,null,US_Cities_List/carmel.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,558166,,,yellow,,,,,null,US_Cities_List/carmel.png,US_Cities_List/westpalmbeach.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,559365,,,black_plus_sign,,,,,null,,,NaN,,,,,,,,,,,,,,,,,
null,,color_black,559467,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),562471,,,black_plus_sign,,,,,null,US_Cities_List/peoria.png,US_Cities_List/huntsville.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),563347,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/huntsville.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,563848,,,blue,,,,,null,US_Cities_List/peoria.png,US_Cities_List/huntsville.png,,,,,,,,,,,,,,,,,,
962.7999999821186,,rt_thecrossant_black,564975,,,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,565076,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),568086,,,black_plus_sign,,,,,null,US_Cities_List/leesburg.png,US_Cities_List/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),568999,,,blue,,,,,null,US_Cities_List/leesburg.png,US_Cities_List/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,569500,,,blue,,,,,null,US_Cities_List/leesburg.png,US_Cities_List/cornwall.png,,,,,,,,,,,,,,,,,,
1396.4000000059605,,rt_thecrossant_black,570592,,,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,570694,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),573701,,,black_plus_sign,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/racine.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),574272,,,yellow,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/racine.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,574774,,,yellow,,,,,null,US_Cities_List/westpalmbeach.png,US_Cities_List/racine.png,,,,,,,,,,,,,,,,,,
1056.3999999761581,,rt_thecrossant_black,576227,,,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,576337,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
