rt,responses,trial_type,time_elapsed,image_type,sequence,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
4346,{worker_id:650c3f3a36d72f87324d708f},id_enter,4351,fictional,interleaved,flights,Delaro Park; Riverlyn; North Arroya; Sunmere; Granton Ridge; Hawthorne Bluffs; Juniper Creek; Orchard Bend; Claywater; Hollendale; Cedarwyn; Baymarsh; New Verdan,US_Cities_List/cornwall.png; US_Cities_List/westpalmbeach.png; US_Cities_List/newhope.png; US_Cities_List/hotsprings.png; US_Cities_List/hanover.png; US_Cities_List/shreveport.png; US_Cities_List/gatlinburg.png; US_Cities_List/peoria.png; US_Cities_List/boulder.png; US_Cities_List/carmel.png; US_Cities_List/huntsville.png; US_Cities_List/leesburg.png; US_Cities_List/racine.png,,,,,,,,,,,,,,,,,,,,,,,
22059.5,,fullscreen,26417,,,make_fullscreen,,,0,,,,,,,,,,,,,,,,,,,,,,
20465,,intro_1,46886,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
12409,,intro_2,59297,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
37608.799999952316,,intro_3,96908,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
19096.299999952316,,intro_4,116006,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
38129.89999985695,,intro_5,154138,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
42034.09999990463,,intro_6,196174,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
13754.5,,intro_7,209930,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,212933,,,lean_prac_1,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,213937,,,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,
7329.600000143051,,intro_1,221267,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
6695.599999904633,,intro_2,227965,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,230966,,,lean_prac_2,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,231970,,,<p></p>,,,,,null,,,,,,,,,,,,,,,,,,,,
17338,,intro_1,249309,,,instruct,,,0,,,,,,,,,,,,,,,,,,,,,,
6988.899999856949,,intro_2,256299,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
31881,,intro_3,288182,,,instruct,,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,288577,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,289587,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,291589,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
7870.400000095367,,attentioncheck_help,299461,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,299856,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,300302,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,302305,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
8823.400000095367,,attentioncheck_help,311130,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,312098,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,312551,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,314553,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
10464.399999856949,,attentioncheck_help,325020,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,325972,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
463.80000019073486,,prac_atten_color,326711,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,328713,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,329379,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
528,,prac_atten_color,330355,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,332357,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,332786,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,333244,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
84.5,,prac_atten_color_black,335246,,,black_plus_sign,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,336194,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
334.7000000476837,,prac_atten_color,337020,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,339024,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,339604,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
283.09999990463257,,prac_atten_color,340179,,,prac_stop_color,,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,342181,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,343012,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
296,,prac_atten_color,343955,,,prac_stop_color,,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,345956,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,346418,,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,346959,,,prac_stop_color,,,,,null,,,,,,,,,,,,,,,,,,,,
8.599999904632568,,prac_atten_color_black,348960,,,black_plus_sign,,,,,49,,,,,,,,,,,,,,,,,,,,
8558.299999952316,,attentioncheck_feedback,357521,,,cross_check_feedback,,,0,,,,,,,,,,,,,,,,,,,,,,
26576.39999985695,,last_instruct,384098,,,instruct,,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),387115,,,black_plus_sign,,,,,null,US_Cities_List/gatlinburg.png,US_Cities_List/racine.png,,,,,,,,,,,,,,,,,,
