rt,responses,trial_type,time_elapsed,sequence,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
1084.199999999255,,rt_thecrossant_black,758478,,black_plus_sign,,,,,49,,,1,0.9836065573770492,,,,,,,,,,,,,,,,
null,,color_black,758581,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),761598,,black_plus_sign,,,,,null,US_Cities_List/snail.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),762554,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
462.30000000074506,,rt_plussign_withcolor,763056,,blue,,,,,49,US_Cities_List/snail.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,764106,,black_plus_sign,,,,,null,,,1,0.9838709677419355,,,,,,,,,,,,,,,,
null,,color_black,764210,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),767225,,black_plus_sign,,,,,null,US_Cities_List/paint.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),767725,,blue,,,,,null,US_Cities_List/paint.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,768228,,blue,,,,,null,US_Cities_List/paint.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
1210.4000000003725,,rt_thecrossant_black,769735,,black_plus_sign,,,,,49,,,1,0.9841269841269841,,,,,,,,,,,,,,,,
null,,color_black,769838,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),772851,,black_plus_sign,,,,,null,US_Cities_List/dustpan.png,US_Cities_List/camera.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),773850,,green,,,,,null,US_Cities_List/dustpan.png,US_Cities_List/camera.png,,,,,,,,,,,,,,,,,,
501.80000000074506,,rt_plussign_withcolor,774354,,green,,,,,50,US_Cities_List/dustpan.png,US_Cities_List/camera.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,775362,,black_plus_sign,,,,,null,,,1,0.984375,,,,,,,,,,,,,,,,
null,,color_black,775465,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),778480,,black_plus_sign,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),779191,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,779694,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
1350.5999999996275,,rt_thecrossant_black,780991,,black_plus_sign,,,,,49,,,1,0.9846153846153847,,,,,,,,,,,,,,,,
null,,color_black,781094,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),784108,,black_plus_sign,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),784761,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
498.09999999962747,,rt_plussign_withcolor,785264,,blue,,,,,49,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,786618,,black_plus_sign,,,,,null,,,1,0.9848484848484849,,,,,,,,,,,,,,,,
null,,color_black,786722,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),789735,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),790564,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,791068,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
770.9000000003725,,rt_thecrossant_black,792245,,black_plus_sign,,,,,49,,,1,0.9850746268656716,,,,,,,,,,,,,,,,
null,,color_black,792349,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),795362,,black_plus_sign,,,,,null,US_Cities_List/gong.png,US_Cities_List/globe.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),796197,,green,,,,,null,US_Cities_List/gong.png,US_Cities_List/globe.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,796700,,green,,,,,null,US_Cities_List/gong.png,US_Cities_List/globe.png,,,,,,,,,,,,,,,,,,
1094.0999999996275,,rt_thecrossant_black,797873,,black_plus_sign,,,,,49,,,0,0.9705882352941176,,,,,,,,,,,,,,,,
null,,color_black,797977,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),800991,,black_plus_sign,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),802018,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,802521,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
945,,rt_thecrossant_black,803503,,black_plus_sign,,,,,50,,,1,0.9710144927536232,,,,,,,,,,,,,,,,
null,,color_black,803607,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),806624,,black_plus_sign,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),807356,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,807859,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
1349.7999999988824,,rt_thecrossant_black,809135,,black_plus_sign,,,,,49,,,1,0.9714285714285714,,,,,,,,,,,,,,,,
null,,color_black,809239,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),812256,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),813315,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,813818,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
980.5999999996275,,rt_thecrossant_black,814767,,black_plus_sign,,,,,49,,,1,0.971830985915493,,,,,,,,,,,,,,,,
null,,color_black,814871,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),817886,,black_plus_sign,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),818813,,green,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,819317,,green,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
1192.300000000745,,rt_thecrossant_black,820397,,black_plus_sign,,,,,50,,,1,0.9722222222222222,,,,,,,,,,,,,,,,
null,,color_black,820501,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),823517,,black_plus_sign,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),824294,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,824798,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
1128.9000000003725,,rt_thecrossant_black,826028,,black_plus_sign,,,,,49,,,1,0.9726027397260274,,,,,,,,,,,,,,,,
null,,color_black,826131,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),829145,,black_plus_sign,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),829579,,blue,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,830082,,blue,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
1262.0999999996275,,rt_thecrossant_black,831656,,black_plus_sign,,,,,49,,,1,0.972972972972973,,,,,,,,,,,,,,,,
null,,color_black,831759,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),834774,,black_plus_sign,,,,,null,US_Cities_List/gong.png,US_Cities_List/globe.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),835623,,green,,,,,null,US_Cities_List/gong.png,US_Cities_List/globe.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,836126,,green,,,,,null,US_Cities_List/gong.png,US_Cities_List/globe.png,,,,,,,,,,,,,,,,,,
800.3000000007451,,rt_thecrossant_black,837284,,black_plus_sign,,,,,50,,,1,0.9733333333333334,,,,,,,,,,,,,,,,
null,,color_black,837388,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),840403,,black_plus_sign,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),841091,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,841594,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
1517.199999999255,,rt_thecrossant_black,842913,,black_plus_sign,,,,,50,,,1,0.9736842105263158,,,,,,,,,,,,,,,,
null,,color_black,843017,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),846030,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),846827,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,847330,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
1041.699999999255,,rt_thecrossant_black,848541,,black_plus_sign,,,,,49,,,1,0.974025974025974,,,,,,,,,,,,,,,,
null,,color_black,848645,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),851658,,black_plus_sign,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),852659,,blue,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,853162,,blue,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
940.4000000003725,,rt_thecrossant_black,854167,,black_plus_sign,,,,,49,,,1,0.9743589743589743,,,,,,,,,,,,,,,,
null,,color_black,854270,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),857286,,black_plus_sign,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),858119,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,858621,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
1117.9000000003725,,rt_thecrossant_black,859796,,black_plus_sign,,,,,49,,,1,0.9746835443037974,,,,,,,,,,,,,,,,
null,,color_black,859900,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),862913,,black_plus_sign,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),863842,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,864345,,blue,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
1344.300000000745,,rt_thecrossant_black,865424,,black_plus_sign,,,,,49,,,1,0.975,,,,,,,,,,,,,,,,
null,,color_black,865528,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),868543,,black_plus_sign,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),869422,,blue,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,869925,,blue,,,,,null,US_Cities_List/jukebox.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
1406.5,,rt_thecrossant_black,871053,,black_plus_sign,,,,,49,,,1,0.9753086419753086,,,,,,,,,,,,,,,,
null,,color_black,871157,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),874176,,black_plus_sign,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),875253,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,875756,,blue,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
1118.699999999255,,rt_thecrossant_black,876687,,black_plus_sign,,,,,49,,,1,0.975609756097561,,,,,,,,,,,,,,,,
null,,color_black,876790,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),879807,,black_plus_sign,,,,,null,US_Cities_List/paint.png,US_Cities_List/basket.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),880576,,green,,,,,null,US_Cities_List/paint.png,US_Cities_List/basket.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,881079,,green,,,,,null,US_Cities_List/paint.png,US_Cities_List/basket.png,,,,,,,,,,,,,,,,,,
1456.4000000003725,,rt_thecrossant_black,882317,,black_plus_sign,,,,,50,,,1,0.9759036144578314,,,,,,,,,,,,,,,,
null,,color_black,882420,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),885436,,black_plus_sign,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),886172,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,886676,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
1333.4000000003725,,rt_thecrossant_black,887947,,black_plus_sign,,,,,50,,,1,0.9761904761904762,,,,,,,,,,,,,,,,
null,,color_black,888051,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),891069,,black_plus_sign,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),891561,,green,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,892065,,green,,,,,null,US_Cities_List/snail.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
1062.5999999996275,,rt_thecrossant_black,893579,,black_plus_sign,,,,,50,,,1,0.9764705882352941,,,,,,,,,,,,,,,,
null,,color_black,893683,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),896696,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),897168,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,897672,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
843.8999999985099,,rt_thecrossant_black,899208,,black_plus_sign,,,,,49,,,1,0.9767441860465116,,,,,,,,,,,,,,,,
null,,color_black,899312,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),902329,,black_plus_sign,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),903146,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,903650,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
588.4000000003725,,rt_thecrossant_black,904840,,black_plus_sign,,,,,50,,,1,0.9770114942528736,,,,,,,,,,,,,,,,
null,,color_black,904944,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),907960,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),908579,,green,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,909082,,green,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
1077.6000000014901,,rt_thecrossant_black,910471,,black_plus_sign,,,,,50,,,1,0.9772727272727273,,,,,,,,,,,,,,,,
null,,color_black,910574,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),913587,,black_plus_sign,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),914653,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,915156,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
857.3000000007451,,rt_thecrossant_black,916097,,black_plus_sign,,,,,50,,,1,0.9775280898876404,,,,,,,,,,,,,,,,
null,,color_black,916200,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),919218,,black_plus_sign,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),919894,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,920397,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/snail.png,,,,,,,,,,,,,,,,,,
1316.2999999988824,,rt_thecrossant_black,921729,,black_plus_sign,,,,,50,,,1,0.9777777777777777,,,,,,,,,,,,,,,,
null,,color_black,921833,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),924847,,black_plus_sign,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),925656,,green,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,926159,,green,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
1217.1000000014901,,rt_thecrossant_black,927358,,black_plus_sign,,,,,50,,,1,0.978021978021978,,,,,,,,,,,,,,,,
null,,color_black,927462,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),930479,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),931035,,green,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,931538,,green,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
975.5,,rt_thecrossant_black,932990,,black_plus_sign,,,,,50,,,1,0.9782608695652174,,,,,,,,,,,,,,,,
null,,color_black,933094,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),936109,,black_plus_sign,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),936906,,green,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,937409,,green,,,,,null,US_Cities_List/globe.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
994.2000000011176,,rt_thecrossant_black,938620,,black_plus_sign,,,,,50,,,1,0.978494623655914,,,,,,,,,,,,,,,,
null,,color_black,938724,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),941736,,black_plus_sign,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),942290,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,942794,,green,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
984.5999999996275,,rt_thecrossant_black,944247,,black_plus_sign,,,,,50,,,1,0.9787234042553191,,,,,,,,,,,,,,,,
null,,color_black,944351,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),947364,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),947836,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,948339,,blue,,,,,null,US_Cities_List/basket.png,US_Cities_List/paint.png,,,,,,,,,,,,,,,,,,
977.3999999985099,,rt_thecrossant_black,949876,,black_plus_sign,,,,,49,,,1,0.9789473684210527,,,,,,,,,,,,,,,,
null,,color_black,949980,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),952994,,black_plus_sign,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),953550,,blue,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,954054,,blue,,,,,null,US_Cities_List/soldier.png,US_Cities_List/jukebox.png,,,,,,,,,,,,,,,,,,
830.5,,rt_thecrossant_black,955506,,black_plus_sign,,,,,49,,,1,0.9791666666666666,,,,,,,,,,,,,,,,
null,,color_black,955610,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),958626,,black_plus_sign,,,,,null,US_Cities_List/teeth.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),959616,,blue,,,,,null,US_Cities_List/teeth.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,960120,,blue,,,,,null,US_Cities_List/teeth.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
802.0999999996275,,rt_thecrossant_black,961137,,black_plus_sign,,,,,49,,,1,0.979381443298969,,,,,,,,,,,,,,,,
null,,color_black,961241,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),964255,,black_plus_sign,,,,,null,US_Cities_List/camera.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),965177,,blue,,,,,null,US_Cities_List/camera.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,965681,,blue,,,,,null,US_Cities_List/camera.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
1257.199999999255,,rt_thecrossant_black,966767,,black_plus_sign,,,,,49,,,1,0.9795918367346939,,,,,,,,,,,,,,,,
null,,color_black,966872,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),969891,,black_plus_sign,,,,,null,US_Cities_List/barrel.png,US_Cities_List/teeth.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),970383,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/teeth.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,970885,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/teeth.png,,,,,,,,,,,,,,,,,,
1079.9000000003725,,rt_thecrossant_black,972402,,black_plus_sign,,,,,50,,,1,0.9797979797979798,,,,,,,,,,,,,,,,
null,,color_black,972506,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),975520,,black_plus_sign,,,,,null,US_Cities_List/basket.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),976410,,green,,,,,null,US_Cities_List/basket.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,976913,,green,,,,,null,US_Cities_List/basket.png,US_Cities_List/soldier.png,,,,,,,,,,,,,,,,,,
758,,rt_thecrossant_black,978032,,black_plus_sign,,,,,50,,,1,0.98,,,,,,,,,,,,,,,,
null,,color_black,978136,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),981154,,black_plus_sign,,,,,null,US_Cities_List/barrel.png,US_Cities_List/teeth.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),982239,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/teeth.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,982742,,green,,,,,null,US_Cities_List/barrel.png,US_Cities_List/teeth.png,,,,,,,,,,,,,,,,,,
1239.5,,rt_thecrossant_black,983667,,black_plus_sign,,,,,50,,,1,0.9801980198019802,,,,,,,,,,,,,,,,
null,,color_black,983771,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),986788,,black_plus_sign,,,,,null,US_Cities_List/camera.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),987376,,green,,,,,null,US_Cities_List/camera.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,987880,,green,,,,,null,US_Cities_List/camera.png,US_Cities_List/gong.png,,,,,,,,,,,,,,,,,,
1407.0999999996275,,rt_thecrossant_black,989299,,black_plus_sign,,,,,50,,,1,0.9803921568627451,,,,,,,,,,,,,,,,
null,,color_black,989403,,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),992421,,black_plus_sign,,,,,null,US_Cities_List/teeth.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),993471,,green,,,,,null,US_Cities_List/teeth.png,US_Cities_List/barrel.png,,,,,,,,,,,,,,,,,,
