"rt","responses","trial_type","time_elapsed","sequence","stimulus","cities","city_images","button_pressed","response","key_press","stimulus_left","stimulus_right","accuracy","cumulative_accuracy","stimulus_down_left","stimulus_down_mid","stimulus_down_right","stimulus_correct","stimulus_short","stimulus_far","weighted_accuracy","missedtrial","condition","specific_pairs","imgL_ID","imgR_ID","linedress","linedressed","detour_trial","linedressed_detor","testedstates","currentstate","otherstate","problems","smooth","distraction","strategies","easier","similar","comments"
"2793","{""worker_id"":""3024""}","id_enter","2796","blocked","intro","Delaro Park; Riverlyn; Granton Ridge; Claywater; Orchard Bend; Cedarwyn; Hollendale; Baymarsh; Hawthorne Bluffs; Juniper Creek; New Verdan; North Arroya; Sunmere","US_Cities_List/teeth.png; US_Cities_List/barrel.png; US_Cities_List/wheelchair.png; US_Cities_List/camera.png; US_Cities_List/dustpan.png; US_Cities_List/paint.png; US_Cities_List/jukebox.png; US_Cities_List/soldier.png; US_Cities_List/gong.png; US_Cities_List/globe.png; US_Cities_List/snail.png; US_Cities_List/basket.png; US_Cities_List/hat.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"824.5","","fullscreen","3625","","make_fullscreen","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54405.40000000596","","intro_1","58037","","instruct","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2403.2000000029802","","intro_2","60454","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3183.5","","intro_3","63646","","instruct","","","0","Previous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1131.6000000089407","","intro_2","64782","","instruct","","","0","Previous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8788.90000000596","","intro_1","73575","","instruct","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20260.09999999404","","intro_2","93839","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12723.89999999106","","intro_3","106566","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51766","","intro_4","158335","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15212.5","","intro_5","173551","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20085.39999999106","","intro_6","193638","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11659.90000000596","","intro_7","205301","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4349.899999991059","","intro_8","209653","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2960.5","","intro_9","212616","","instruct","","","0","Previous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6467.899999991059","","intro_8","219086","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"996","","intro_9","220085","","instruct","","","0","Previous","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7517.600000008941","","intro_8","227605","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5677.5","","intro_9","233285","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11093.39999999106","","intro_10","244381","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11341","","intro_11","255725","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31668.70000000298","","intro_12","287396","","instruct","","","1","Next","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","288198","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433","","prac_atten_color","288810","","prac_stop_color","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","290814","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","291615","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"717.2000000029802","","prac_atten_color","292382","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","294385","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","295026","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"505.8999999910593","","prac_atten_color","295747","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","297751","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","298437","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590.7999999970198","","prac_atten_color","299163","","prac_stop_color","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","301166","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","301847","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color","302267","","prac_stop_color","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64.30000001192093","","prac_atten_color_black","304271","","black_plus_sign","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","305258","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520.2000000029802","","prac_atten_color","306088","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","308091","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","308669","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color","309075","","prac_stop_color","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152.5","","prac_atten_color_black","311078","","black_plus_sign","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","312080","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"523","","prac_atten_color","313120","","prac_stop_color","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","315124","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","315490","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"449.29999999701977","","prac_atten_color","316426","","prac_stop_color","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","318429","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","318900","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"583.2000000029802","","prac_atten_color","319700","","prac_stop_color","","","","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","prac_atten_color_black","321706","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8312.79999999702","","attentioncheck_feedback","330021","","cross_check_feedback","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65883.90000000596","","last_instruct","395907","","instruct","","","","","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","398920","","black_plus_sign","","","","","null","US_Cities_List/snail.png","US_Cities_List/gong.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","399529","","blue","","","","","null","US_Cities_List/snail.png","US_Cities_List/gong.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","400032","","blue","","","","","null","US_Cities_List/snail.png","US_Cities_List/gong.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1162.7000000029802","","rt_thecrossant_black","401430","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","401536","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","404552","","black_plus_sign","","","","","null","US_Cities_List/paint.png","US_Cities_List/jukebox.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","405385","","green","","","","","null","US_Cities_List/paint.png","US_Cities_List/jukebox.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","405888","","green","","","","","null","US_Cities_List/paint.png","US_Cities_List/jukebox.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"897.2999999970198","","rt_thecrossant_black","407062","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","407166","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","410183","","black_plus_sign","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","410867","","blue","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","411370","","blue","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1137.8999999910593","","rt_thecrossant_black","412693","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","412797","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","415814","","black_plus_sign","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","416760","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","417262","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1161.5999999940395","","rt_thecrossant_black","418322","","black_plus_sign","","","","","50","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","418426","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","421442","","black_plus_sign","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","421898","","blue","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","422401","","blue","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1180.5","","rt_thecrossant_black","423953","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","424056","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","427073","","black_plus_sign","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","427767","","blue","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","428270","","blue","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"613","","rt_thecrossant_black","429583","","black_plus_sign","","","","","49","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","429687","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","432702","","black_plus_sign","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","433221","","green","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","433724","","green","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1764.8999999910593","","rt_thecrossant_black","435212","","black_plus_sign","","","","","49","","","0","0.8571428571428571","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","435315","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","438329","","black_plus_sign","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","439020","","green","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439","","rt_plussign_withcolor","439523","","green","","","","","50","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","440839","","black_plus_sign","","","","","null","","","1","0.875","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","440943","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","443958","","black_plus_sign","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","444602","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","445105","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1685.3999999910593","","rt_thecrossant_black","446469","","black_plus_sign","","","","","50","","","1","0.8888888888888888","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","446572","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","449590","","black_plus_sign","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","450685","","blue","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","451187","","blue","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","","rt_thecrossant_black","452099","","black_plus_sign","","","","","49","","","1","0.9","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","452203","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","455220","","black_plus_sign","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","456309","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","456812","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1270.0999999940395","","rt_thecrossant_black","457730","","black_plus_sign","","","","","50","","","1","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","457834","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","460853","","black_plus_sign","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","461283","","green","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","461787","","green","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2202.300000011921","","rt_thecrossant_black","463363","","black_plus_sign","","","","","50","","","1","0.9166666666666666","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","463467","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","466482","","black_plus_sign","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","467328","","blue","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","467831","","blue","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"610.3999999910593","","rt_thecrossant_black","468991","","black_plus_sign","","","","","49","","","1","0.9230769230769231","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","469095","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","472111","","black_plus_sign","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","473183","","blue","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","473687","","blue","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1083.2999999970198","","rt_thecrossant_black","474621","","black_plus_sign","","","","","49","","","1","0.9285714285714286","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","474724","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","477738","","black_plus_sign","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","478833","","green","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","479337","","green","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1306.5","","rt_thecrossant_black","480248","","black_plus_sign","","","","","50","","","1","0.9333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","480352","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","483367","","black_plus_sign","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","484406","","blue","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","484908","","blue","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1318.2999999970198","","rt_thecrossant_black","485876","","black_plus_sign","","","","","49","","","1","0.9375","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","485979","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","488993","","black_plus_sign","","","","","null","US_Cities_List/paint.png","US_Cities_List/jukebox.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","490030","","blue","","","","","null","US_Cities_List/paint.png","US_Cities_List/jukebox.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","490533","","blue","","","","","null","US_Cities_List/paint.png","US_Cities_List/jukebox.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1348.7000000029802","","rt_thecrossant_black","491503","","black_plus_sign","","","","","49","","","1","0.9411764705882353","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","491607","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","494621","","black_plus_sign","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","495461","","blue","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","495964","","blue","","","","","null","US_Cities_List/camera.png","US_Cities_List/basket.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1412.4000000059605","","rt_thecrossant_black","497131","","black_plus_sign","","","","","49","","","1","0.9444444444444444","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","497235","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","500254","","black_plus_sign","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","500805","","green","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","501308","","green","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1079.7999999970198","","rt_thecrossant_black","502764","","black_plus_sign","","","","","50","","","1","0.9473684210526315","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","502868","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","505884","","black_plus_sign","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","506434","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","506937","","green","","","","","null","US_Cities_List/jukebox.png","US_Cities_List/paint.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1056.3999999910593","","rt_thecrossant_black","508394","","black_plus_sign","","","","","50","","","1","0.95","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","508498","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","511512","","black_plus_sign","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","512180","","blue","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","512684","","blue","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"988.6000000089407","","rt_thecrossant_black","514022","","black_plus_sign","","","","","49","","","1","0.9523809523809523","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","514126","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","517142","","black_plus_sign","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","517564","","blue","","","","","null","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"455.5","","rt_plussign_withcolor","518067","","blue","","","","","50","US_Cities_List/wheelchair.png","US_Cities_List/barrel.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","519651","","black_plus_sign","","","","","null","","","0","0.9090909090909091","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","519755","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","522770","","black_plus_sign","","","","","null","US_Cities_List/snail.png","US_Cities_List/gong.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","523737","","blue","","","","","null","US_Cities_List/snail.png","US_Cities_List/gong.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","524240","","blue","","","","","null","US_Cities_List/snail.png","US_Cities_List/gong.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"607.6000000089407","","rt_thecrossant_black","525279","","black_plus_sign","","","","","49","","","1","0.9130434782608695","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","525383","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","528404","","black_plus_sign","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","529156","","green","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","529659","","green","","","","","null","US_Cities_List/barrel.png","US_Cities_List/wheelchair.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1358.5999999940395","","rt_thecrossant_black","530915","","black_plus_sign","","","","","50","","","1","0.9166666666666666","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","531019","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","534033","","black_plus_sign","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","534508","","green","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","535012","","green","","","","","null","US_Cities_List/gong.png","US_Cities_List/snail.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"997.7999999970198","","rt_thecrossant_black","536543","","black_plus_sign","","","","","50","","","1","0.92","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","536647","","black_plus_sign","","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","539660","","black_plus_sign","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","540606","","blue","","","","","null","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"485.29999999701977","","rt_plussign_withcolor","541108","","blue","","","","","49","US_Cities_List/basket.png","US_Cities_List/camera.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","542170","","black_plus_sign","","","","","null","","","1","0.9230769230769231","","","","","","","","","","","","","","","","","","","","","","","","","",""
