rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position
null,,rt_plussign_withcolor,431645,green,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
981.7000000029802,,rt_thecrossant_black,432943,black_plus_sign,,,,50,,,1,0.9444444444444444,,,,,,,,,,,,,,,
null,,color_black,433046,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),435582,black_plus_sign,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),436554,blue,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
474.40000000596046,,rt_plussign_withcolor,437057,blue,,,,49,US_Cities_List/nat_carmel.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,438093,black_plus_sign,,,,null,,,1,0.9454545454545454,,,,,,,,,,,,,,,
null,,color_black,438197,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),440730,black_plus_sign,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),441769,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,442273,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
1316.5,,rt_thecrossant_black,443242,black_plus_sign,,,,49,,,1,0.9464285714285714,,,,,,,,,,,,,,,
null,,color_black,443346,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),445874,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/mm_gatlinburg.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),446440,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/mm_gatlinburg.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,446945,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/mm_gatlinburg.png,,,,,,,,,,,,,,,,,
1240.300000011921,,rt_thecrossant_black,448386,black_plus_sign,,,,50,,,1,0.9473684210526315,,,,,,,,,,,,,,,
null,,color_black,448490,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),451023,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),451651,green,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,452154,green,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
818.9000000059605,,rt_thecrossant_black,453535,black_plus_sign,,,,50,,,1,0.9482758620689655,,,,,,,,,,,,,,,
null,,color_black,453639,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),456172,black_plus_sign,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),456901,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,457404,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
897.9000000059605,,rt_thecrossant_black,458684,black_plus_sign,,,,49,,,1,0.9491525423728814,,,,,,,,,,,,,,,
null,,color_black,458787,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),461316,black_plus_sign,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),461922,green,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,462425,green,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_hanover.png,,,,,,,,,,,,,,,,,
1065.300000011921,,rt_thecrossant_black,463827,black_plus_sign,,,,50,,,1,0.95,,,,,,,,,,,,,,,
null,,color_black,463931,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),466475,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),467246,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,467750,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
1029.7000000029802,,rt_thecrossant_black,468986,black_plus_sign,,,,49,,,1,0.9508196721311475,,,,,,,,,,,,,,,
null,,color_black,469089,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),471619,black_plus_sign,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),472384,blue,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,472887,blue,,,,null,US_Cities_List/mm_leesburg.png,US_Cities_List/nat_newhope.png,,,,,,,,,,,,,,,,,
1350.8999999910593,,rt_thecrossant_black,474130,black_plus_sign,,,,49,,,1,0.9516129032258065,,,,,,,,,,,,,,,
null,,color_black,474234,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),476774,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),477400,green,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,477903,green,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
1024.7000000029802,,rt_thecrossant_black,479286,black_plus_sign,,,,50,,,1,0.9523809523809523,,,,,,,,,,,,,,,
null,,color_black,479390,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),481913,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),482469,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,482972,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,484424,black_plus_sign,,,,null,,,,0.9523809523809523,,,,,,,,,,,,,,,
null,,color_black,484529,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),487058,black_plus_sign,,,,null,US_Cities_List/mm_cornwall.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),487735,green,,,,null,US_Cities_List/mm_cornwall.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,488239,green,,,,null,US_Cities_List/mm_cornwall.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
1009.5,,rt_thecrossant_black,489569,black_plus_sign,,,,50,,,1,0.953125,,,,,,,,,,,,,,,
null,,color_black,489674,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),492204,black_plus_sign,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),493050,blue,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,493553,blue,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
872.4000000059605,,rt_thecrossant_black,494715,black_plus_sign,,,,49,,,1,0.9538461538461539,,,,,,,,,,,,,,,
null,,color_black,494819,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),497349,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),498379,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,498882,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
1075.0999999940395,,rt_thecrossant_black,499860,black_plus_sign,,,,50,,,1,0.9545454545454546,,,,,,,,,,,,,,,
null,,color_black,499964,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),502496,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),503551,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
493.70000000298023,,rt_plussign_withcolor,504054,blue,,,,50,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,505006,black_plus_sign,,,,49,,,0,0.9402985074626866,,,,,,,,,,,,,,,
null,,color_black,505110,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),507647,black_plus_sign,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),508308,blue,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,508812,blue,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_carmel.png,,,,,,,,,,,,,,,,,
1994.2000000029802,,rt_thecrossant_black,510158,black_plus_sign,,,,49,,,1,0.9411764705882353,,,,,,,,,,,,,,,
null,,color_black,510262,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),512803,black_plus_sign,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),513645,blue,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,514149,blue,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
1067.5999999940395,,rt_thecrossant_black,515315,black_plus_sign,,,,49,,,1,0.9420289855072463,,,,,,,,,,,,,,,
null,,color_black,515419,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),517952,black_plus_sign,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),518953,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,519456,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
962.7999999970198,,rt_thecrossant_black,520463,black_plus_sign,,,,49,,,1,0.9428571428571428,,,,,,,,,,,,,,,
null,,color_black,520567,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),523111,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),524111,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,524614,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
1252.2000000029802,,rt_thecrossant_black,525623,black_plus_sign,,,,50,,,1,0.9436619718309859,,,,,,,,,,,,,,,
null,,color_black,525727,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),528257,black_plus_sign,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),528719,green,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,529222,green,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
1415.0999999940395,,rt_thecrossant_black,530767,black_plus_sign,,,,50,,,1,0.9444444444444444,,,,,,,,,,,,,,,
null,,color_black,530870,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),533414,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),534467,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,534971,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
658.5999999940395,,rt_thecrossant_black,535925,black_plus_sign,,,,50,,,1,0.9452054794520548,,,,,,,,,,,,,,,
null,,color_black,536029,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),538558,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),539538,blue,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,540042,blue,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
1189.7999999970198,,rt_thecrossant_black,541069,black_plus_sign,,,,49,,,1,0.9459459459459459,,,,,,,,,,,,,,,
null,,color_black,541172,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),543716,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),544409,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,544913,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
1347.7999999970198,,rt_thecrossant_black,546228,black_plus_sign,,,,49,,,1,0.9466666666666667,,,,,,,,,,,,,,,
null,,color_black,546332,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),548875,black_plus_sign,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),549638,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,550141,blue,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
1125.5,,rt_thecrossant_black,551387,black_plus_sign,,,,49,,,1,0.9473684210526315,,,,,,,,,,,,,,,
null,,color_black,551490,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),554028,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),554932,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,555435,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
1269.5,,rt_thecrossant_black,556539,black_plus_sign,,,,49,,,1,0.948051948051948,,,,,,,,,,,,,,,
null,,color_black,556643,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),559186,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),560051,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
471.3999999910593,,rt_plussign_withcolor,560554,blue,,,,49,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,561697,black_plus_sign,,,,null,,,1,0.9487179487179487,,,,,,,,,,,,,,,
null,,color_black,561801,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),564345,black_plus_sign,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),565329,green,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,565832,green,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_peoria.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,566857,black_plus_sign,,,,null,,,,0.9487179487179487,,,,,,,,,,,,,,,
null,,color_black,566960,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),569494,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),570064,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,570566,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
1505.8999999910593,,rt_thecrossant_black,572003,black_plus_sign,,,,49,,,1,0.9493670886075949,,,,,,,,,,,,,,,
null,,color_black,572108,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),574640,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),575138,green,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,575642,green,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
736.2000000029802,,rt_thecrossant_black,577151,black_plus_sign,,,,50,,,1,0.95,,,,,,,,,,,,,,,
null,,color_black,577255,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),579789,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),580288,blue,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,580791,blue,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
738,,rt_thecrossant_black,582300,black_plus_sign,,,,49,,,1,0.9506172839506173,,,,,,,,,,,,,,,
null,,color_black,582404,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),584947,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),585568,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,586072,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,
669.5999999940395,,rt_thecrossant_black,587458,black_plus_sign,,,,49,,,1,0.9512195121951219,,,,,,,,,,,,,,,
null,,color_black,587563,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),590091,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/mm_gatlinburg.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),590524,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/mm_gatlinburg.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,591027,green,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/mm_gatlinburg.png,,,,,,,,,,,,,,,,,
883.3000000119209,,rt_thecrossant_black,592601,black_plus_sign,,,,50,,,1,0.9518072289156626,,,,,,,,,,,,,,,
null,,color_black,592704,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),595232,black_plus_sign,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),596226,blue,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
469.79999999701977,,rt_plussign_withcolor,596728,blue,,,,49,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,597742,black_plus_sign,,,,null,,,1,0.9523809523809523,,,,,,,,,,,,,,,
null,,color_black,597847,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),600384,black_plus_sign,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),600801,blue,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,601305,blue,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
1285.5,,rt_thecrossant_black,602896,black_plus_sign,,,,49,,,1,0.9529411764705882,,,,,,,,,,,,,,,
null,,color_black,603000,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),605540,black_plus_sign,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),606620,green,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,607123,green,,,,null,US_Cities_List/nat_peoria.png,US_Cities_List/mm_cornwall.png,,,,,,,,,,,,,,,,,
1183,,rt_thecrossant_black,608051,black_plus_sign,,,,50,,,1,0.9534883720930233,,,,,,,,,,,,,,,
null,,color_black,608155,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),610695,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),611719,blue,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
490.70000000298023,,rt_plussign_withcolor,612222,blue,,,,49,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,613206,black_plus_sign,,,,null,,,1,0.9540229885057471,,,,,,,,,,,,,,,
null,,color_black,613309,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),615834,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),616324,green,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,616828,green,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
1456.2000000029802,,rt_thecrossant_black,618347,black_plus_sign,,,,50,,,1,0.9545454545454546,,,,,,,,,,,,,,,
null,,color_black,618451,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),620983,black_plus_sign,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),621547,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,622050,blue,,,,null,US_Cities_List/mm_hanover.png,US_Cities_List/nat_huntsville.png,,,,,,,,,,,,,,,,,
828.9000000059605,,rt_thecrossant_black,623496,black_plus_sign,,,,49,,,1,0.9550561797752809,,,,,,,,,,,,,,,
null,,color_black,623600,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),626140,black_plus_sign,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),626558,green,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,627062,green,,,,null,US_Cities_List/nat_huntsville.png,US_Cities_List/nat_hotsprings.png,,,,,,,,,,,,,,,,,
1068.9000000059605,,rt_thecrossant_black,628651,black_plus_sign,,,,50,,,1,0.9555555555555556,,,,,,,,,,,,,,,
null,,color_black,628756,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),631294,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),631727,blue,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
478.90000000596046,,rt_plussign_withcolor,632230,blue,,,,49,US_Cities_List/mm_boulder.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,633806,black_plus_sign,,,,null,,,1,0.9560439560439561,,,,,,,,,,,,,,,
null,,color_black,633911,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),636445,black_plus_sign,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),637258,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,637762,blue,,,,null,US_Cities_List/nat_newhope.png,US_Cities_List/nat_racine.png,,,,,,,,,,,,,,,,,
633.1000000089407,,rt_thecrossant_black,638957,black_plus_sign,,,,49,,,1,0.9565217391304348,,,,,,,,,,,,,,,
null,,color_black,639061,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),641600,black_plus_sign,,,,null,US_Cities_List/mm_boulder.png,US_Cities_List/mm_shreveport.png,,,,,,,,,,,,,,,,,
